#{"t_start": 1789589511.7280865, "env_id": "None"}
r,l,t
-44.719933,45,1111.85309
-38.059979,57,1112.528985
-46.341878,50,1113.120308
-45.765341,47,1113.681218
-49.907775,60,1114.409188
-49.95297,46,1114.959128
-44.119828,44,1115.482301
-40.453685,52,1116.095047
-45.482682,44,1116.640034
-37.262821,64,1117.533534
-229.593973,183,1119.697839
-41.227917,45,1120.230397
-60.97279,58,1120.922208
-37.470981,54,1121.560556
-55.379203,55,1122.21642
-57.976647,65,1122.988094
-60.037643,63,1123.73968
-54.99401,47,1124.30034
-527.972548,500,1130.356619
-40.954898,66,1131.153571
-43.569891,46,1131.703821
-45.549655,57,1132.378853
-41.775862,48,1134.583338
-43.760444,47,1135.142652
-46.195212,60,1135.852885
-44.13541,42,1136.35611
-48.64016,44,1136.882804
-76.083878,78,1137.808061
-48.92011,49,1138.398532
-57.090145,50,1138.993172
-44.552561,47,1139.554219
-70.93559,89,1140.604186
-43.984555,51,1141.213397
-57.518721,52,1141.828553
-36.447461,55,1142.483884
-49.877472,53,1143.117729
-45.011669,44,1143.638759
-50.850314,48,1144.212105
-45.565006,103,1145.43576
-35.38952,68,1146.244293
-41.216976,65,1147.032433
-44.416121,64,1147.856968
-56.560404,57,1148.5943
-41.53566,62,1149.365117
-553.297332,500,1155.391565
-39.966213,59,1156.093304
-41.868462,49,1156.680267
-82.297147,102,1157.897978
-51.174121,50,1158.497399
-41.573166,60,1160.638181
-55.252797,56,1161.308437
-43.299526,46,1161.859795
-48.883354,52,1162.481363
-43.993357,41,1162.971417
-38.416369,54,1163.611282
-44.985965,45,1164.150936
-43.098958,48,1164.725794
-38.754034,52,1165.352977
-47.008006,45,1165.902252
-54.215261,61,1166.672653
-53.300999,49,1167.393623
-68.112657,90,1168.515809
-43.003189,48,1169.085484
-49.511004,44,1169.613912
-42.826993,47,1170.173817
-46.571529,40,1170.657184
-43.835847,49,1171.239464
-52.268437,45,1171.780136
-565.886028,500,1177.711283
-131.807876,107,1178.979998
-103.518782,144,1180.680973
-53.194026,50,1181.273221
-81.069401,88,1182.314821
-49.391213,58,1183.014198
-40.091313,53,1183.657214
-44.218646,45,1184.19795
-44.064103,45,1184.736919
-45.266811,42,1186.705152
-56.639571,56,1187.377568
-46.360844,55,1188.037103
-42.448595,43,1188.549287
-44.589962,47,1189.14308
-36.685788,56,1189.863927
-56.525679,65,1190.675208
-58.901506,53,1191.310685
-38.319283,57,1192.069838
-39.02274,59,1192.837758
-37.222334,58,1193.531421
-42.842431,49,1194.115261
-43.529339,45,1194.654793
-55.522548,46,1195.20215
-43.131022,41,1195.690786
