step,t,car,x,y,yaw_deg,heading_err_deg,progress_cum,lateral,speed,throttle,steer,gap_ahead
406,27.067,A,0.508,-0.051,0.0,0.0,134.168,-0.051,6.001,1.000,-0.001,-9.123
406,27.067,B,9.631,0.022,-0.0,-0.0,143.291,0.022,5.981,1.000,-0.051,9.123
407,27.133,A,0.908,-0.051,0.0,0.0,134.568,-0.051,6.001,1.000,-0.001,-9.122
407,27.133,B,10.029,0.022,-0.0,-0.0,143.690,0.022,5.982,1.000,0.061,9.122
408,27.200,A,1.308,-0.051,0.0,0.0,134.968,-0.051,6.000,1.000,-0.001,-9.120
408,27.200,B,10.428,0.022,-0.0,-0.0,144.088,0.022,5.982,1.000,-0.068,9.120
409,27.267,A,1.708,-0.051,0.0,0.0,135.368,-0.051,6.000,1.000,-0.000,-9.119
409,27.267,B,10.827,0.023,0.0,0.0,144.487,0.023,5.982,1.000,0.055,9.119
410,27.333,A,2.108,-0.051,-0.0,-0.0,135.768,-0.051,6.001,1.000,0.000,-9.118
410,27.333,B,11.226,0.022,-0.0,-0.0,144.886,0.022,5.981,1.000,-0.051,9.118
411,27.400,A,2.508,-0.052,-0.0,-0.0,136.168,-0.052,6.000,1.000,0.000,-9.116
411,27.400,B,11.624,0.022,-0.0,-0.0,145.285,0.022,5.982,1.000,0.062,9.116
412,27.467,A,2.908,-0.052,-0.0,-0.0,136.568,-0.052,6.000,1.000,0.000,-9.115
412,27.467,B,12.023,0.022,-0.0,-0.0,145.683,0.022,5.982,1.000,-0.067,9.115
413,27.533,A,3.308,-0.052,-0.0,-0.0,136.968,-0.052,6.000,1.000,0.000,-9.114
413,27.533,B,12.422,0.023,0.0,0.0,146.082,0.023,5.982,1.000,0.055,9.114
414,27.600,A,3.708,-0.052,-0.0,-0.0,137.368,-0.052,6.001,1.000,0.000,-9.112
414,27.600,B,12.820,0.022,-0.0,-0.0,146.481,0.022,5.981,1.000,-0.052,9.112
415,27.667,A,4.108,-0.052,-0.0,-0.0,137.769,-0.052,6.001,1.000,0.000,-9.111
415,27.667,B,13.219,0.022,-0.0,-0.0,146.879,0.022,5.981,1.000,0.061,9.111
416,27.733,A,4.508,-0.052,-0.0,-0.0,138.169,-0.052,6.001,1.000,0.001,-9.110
416,27.733,B,13.618,0.022,-0.0,-0.0,147.278,0.022,5.982,1.000,-0.066,9.110
417,27.800,A,4.908,-0.052,-0.0,-0.0,138.569,-0.052,6.000,1.000,0.000,-9.108
417,27.800,B,14.017,0.023,0.0,0.0,147.677,0.023,5.981,1.000,0.055,9.108
418,27.867,A,5.308,-0.052,-0.0,-0.0,138.969,-0.052,6.000,1.000,0.000,-9.107
418,27.867,B,14.415,0.022,-0.0,-0.0,148.076,0.022,5.981,1.000,-0.054,9.107
419,27.933,A,5.709,-0.052,-0.0,-0.0,139.369,-0.052,6.001,1.000,0.000,-9.106
419,27.933,B,14.814,0.022,-0.0,-0.0,148.474,0.022,5.981,1.000,0.061,9.106
420,28.000,A,6.109,-0.052,-0.0,-0.0,139.769,-0.052,6.000,1.000,0.000,-9.104
420,28.000,B,15.213,0.022,-0.0,-0.0,148.873,0.022,5.981,1.000,-0.143,9.104
421,28.067,A,6.509,-0.052,-0.0,-0.0,140.169,-0.052,6.001,1.000,0.000,-9.103
421,28.067,B,15.612,0.023,0.0,0.0,149.272,0.023,5.981,1.000,0.012,9.103
422,28.133,A,6.909,-0.052,-0.0,-0.0,140.569,-0.052,6.001,1.000,0.000,-9.102
422,28.133,B,16.010,0.020,-0.1,-0.1,149.671,0.020,5.995,1.000,-0.185,9.102
423,28.200,A,7.309,-0.052,-0.0,-0.0,140.969,-0.052,6.001,1.000,0.001,-9.101
423,28.200,B,16.410,0.015,-0.4,-0.4,150.070,0.015,5.993,1.000,0.009,9.101
424,28.267,A,7.709,-0.052,-0.0,-0.0,141.369,-0.052,6.001,1.000,0.001,-9.101
424,28.267,B,16.810,0.007,-0.7,-0.7,150.470,0.007,5.997,1.000,-0.057,9.101
425,28.333,A,8.109,-0.052,-0.0,-0.0,141.769,-0.052,6.001,1.000,0.001,-9.100
425,28.333,B,17.209,-0.001,-0.9,-0.9,150.869,-0.001,5.997,1.000,-0.123,9.100
426,28.400,A,8.509,-0.052,-0.0,-0.0,142.169,-0.052,6.001,1.000,0.002,-9.099
426,28.400,B,17.608,-0.017,-1.4,-1.4,151.269,-0.017,5.997,1.000,0.084,9.099
427,28.467,A,8.909,-0.052,-0.0,-0.0,142.569,-0.052,6.001,1.000,0.002,-9.099
427,28.467,B,18.008,-0.035,-1.8,-1.8,151.668,-0.035,5.997,1.000,0.868,9.099
428,28.533,A,9.309,-0.052,-0.0,-0.0,142.970,-0.052,6.001,1.000,0.002,-9.098
428,28.533,B,18.407,-0.042,-1.5,-1.5,152.067,-0.042,5.993,1.000,0.808,9.098
429,28.600,A,9.709,-0.052,-0.0,-0.0,143.370,-0.052,6.001,1.000,0.003,-9.097
429,28.600,B,18.806,-0.035,-0.5,-0.5,152.466,-0.035,5.976,1.000,1.000,9.097
430,28.667,A,10.110,-0.052,-0.0,-0.0,143.770,-0.052,6.001,1.000,-0.000,-9.094
430,28.667,B,19.204,-0.012,1.0,1.0,152.864,-0.012,5.963,1.000,1.000,9.094
431,28.733,A,10.510,-0.052,0.0,0.0,144.170,-0.052,6.005,1.000,-0.002,-9.090
431,28.733,B,19.599,0.028,2.8,2.8,153.260,0.028,5.950,1.000,1.000,9.090
432,28.800,A,10.910,-0.052,0.0,0.0,144.571,-0.052,6.001,1.000,-0.004,-9.082
432,28.800,B,19.993,0.085,4.9,4.9,153.653,0.085,5.938,1.000,1.000,9.082
433,28.867,A,11.310,-0.051,0.0,0.0,144.971,-0.051,6.000,1.000,-0.007,-9.083
433,28.867,B,20.382,0.161,7.2,2.7,154.054,0.130,5.928,1.000,1.000,9.083
434,28.933,A,11.710,-0.051,0.0,0.0,145.370,-0.051,6.001,1.000,-0.011,-9.074
434,28.933,B,20.767,0.255,9.7,5.2,154.445,0.194,5.919,1.000,1.000,9.074
435,29.000,A,12.110,-0.051,0.0,0.0,145.771,-0.051,6.001,1.000,-0.012,-9.102
435,29.000,B,21.146,0.369,12.4,-1.1,154.873,0.238,5.911,1.000,1.000,9.102
436,29.067,A,12.511,-0.051,0.0,0.0,146.171,-0.051,6.005,1.000,-0.010,-9.095
436,29.067,B,21.519,0.502,15.1,1.6,155.266,0.280,5.904,1.000,1.000,9.095
437,29.133,A,12.911,-0.052,-0.0,-0.0,146.572,-0.052,6.008,1.000,-0.007,-9.137
437,29.133,B,21.884,0.653,18.0,-4.5,155.708,0.321,5.898,1.000,1.000,9.137
438,29.200,A,13.312,-0.053,-0.1,-0.1,146.972,-0.053,6.008,1.000,-0.005,-9.131
438,29.200,B,22.240,0.824,20.9,-1.6,156.103,0.342,5.892,1.000,1.000,9.131
439,29.267,A,13.712,-0.055,-0.1,-0.1,147.373,-0.055,6.001,1.000,-0.004,-9.183
439,29.267,B,22.587,1.013,23.8,-7.7,156.555,0.378,5.887,1.000,1.000,9.183
440,29.333,A,14.112,-0.056,-0.2,-0.2,147.773,-0.056,5.998,1.000,-0.001,-9.177
440,29.333,B,22.922,1.220,26.8,-4.7,156.950,0.379,5.882,1.000,1.000,9.177
441,29.400,A,14.512,-0.058,-0.2,-0.2,148.173,-0.058,6.003,1.000,0.001,-9.171
441,29.400,B,23.246,1.445,29.9,-1.6,157.343,0.401,5.878,1.000,1.000,9.171
442,29.467,A,14.913,-0.060,-0.2,-0.2,148.573,-0.060,6.003,1.000,0.003,-9.228
442,29.467,B,23.557,1.687,32.9,-7.6,157.801,0.391,5.874,1.000,1.000,9.228
443,29.533,A,15.313,-0.062,-0.2,-0.2,148.973,-0.062,6.003,1.000,0.009,-9.221
443,29.533,B,23.855,1.945,36.0,-4.5,158.194,0.395,5.871,1.000,1.000,9.221
444,29.600,A,15.713,-0.063,-0.2,-0.2,149.373,-0.063,6.003,1.000,0.010,-9.277
444,29.600,B,24.137,2.219,39.1,-10.4,158.650,0.380,5.867,1.000,1.000,9.277
445,29.667,A,16.113,-0.065,-0.2,-0.2,149.773,-0.065,6.000,1.000,0.027,-9.270
445,29.667,B,24.404,2.508,42.2,-7.3,159.043,0.364,5.864,1.000,1.000,9.270
446,29.733,A,16.513,-0.064,-0.1,-0.1,150.173,-0.064,6.008,1.000,-0.005,-9.320
446,29.733,B,24.655,2.810,45.3,-13.2,159.493,0.346,5.861,1.000,1.000,9.320
447,29.800,A,16.913,-0.063,-0.0,-0.0,150.573,-0.063,6.005,0.837,0.019,-9.311
447,29.800,B,24.888,3.126,48.5,-10.0,159.884,0.312,5.858,1.000,1.000,9.311
448,29.867,A,17.306,-0.063,0.0,0.0,150.966,-0.063,5.826,0.843,0.016,-9.357
448,29.867,B,25.104,3.455,51.6,-15.9,160.323,0.292,5.855,1.000,1.000,9.357
449,29.933,A,17.687,-0.061,0.1,0.1,151.347,-0.061,5.646,0.846,0.017,-9.365
449,29.933,B,25.301,3.794,54.8,-12.7,160.712,0.240,5.852,1.000,1.000,9.365
450,30.000,A,18.056,-0.059,0.2,0.2,151.717,-0.059,5.468,0.836,0.242,-9.387
450,30.000,B,25.479,4.144,57.9,-9.6,161.104,0.209,5.850,1.000,1.000,9.387
451,30.067,A,18.420,-0.051,0.6,0.6,152.080,-0.051,5.445,0.841,-0.046,-9.443
451,30.067,B,25.638,4.503,61.1,-15.4,161.523,0.150,5.847,1.000,1.000,9.443
452,30.133,A,18.782,-0.039,1.0,1.0,152.442,-0.039,5.428,1.000,1.000,-9.470
452,30.133,B,25.776,4.870,64.2,-12.3,161.912,0.101,5.844,1.000,1.000,9.470
453,30.200,A,19.143,-0.027,1.4,1.4,152.803,-0.027,5.426,1.000,1.000,-9.509
453,30.200,B,25.894,5.243,67.4,-18.1,162.313,0.047,5.842,1.000,1.000,9.509
454,30.267,A,19.504,-0.003,2.2,2.2,153.164,-0.003,5.419,1.000,0.471,-9.534
454,30.267,B,25.990,5.623,70.6,-14.9,162.699,-0.020,5.839,1.000,1.000,9.534
455,30.333,A,19.864,0.037,3.7,3.7,153.524,0.037,5.423,0.850,0.984,-9.559
455,30.333,B,26.066,6.007,73.7,-16.3,163.083,-0.066,5.837,1.000,1.000,9.559
456,30.400,A,20.221,0.092,5.5,1.0,153.888,0.074,5.399,1.000,1.000,-9.583
456,30.400,B,26.120,6.395,76.9,-13.1,163.470,-0.120,5.835,1.000,1.000,9.583
457,30.467,A,20.575,0.164,7.6,3.1,154.246,0.119,5.395,1.000,0.838,-9.614
457,30.467,B,26.153,6.785,80.1,-9.9,163.860,-0.153,5.832,1.000,0.932,9.614
458,30.533,A,20.924,0.254,10.0,-3.5,154.630,0.179,5.393,1.000,1.000,-9.621
458,30.533,B,26.163,7.176,83.3,-6.7,164.251,-0.163,5.831,1.000,0.852,9.621
459,30.600,A,21.269,0.362,12.6,-0.9,154.990,0.203,5.390,1.000,1.000,-9.652
459,30.600,B,26.152,7.567,86.5,-3.5,164.642,-0.152,5.830,1.000,0.756,9.652
460,30.667,A,21.608,0.488,15.4,1.9,155.349,0.247,5.388,1.000,1.000,-9.683
460,30.667,B,26.120,7.957,89.6,-0.4,165.032,-0.120,5.831,1.000,-0.638,9.683
461,30.733,A,21.939,0.633,18.3,-4.2,155.751,0.281,5.388,1.000,1.000,-9.669
461,30.733,B,26.077,8.345,92.2,2.2,165.421,-0.077,5.860,1.000,-0.500,9.669
462,30.800,A,22.262,0.796,21.3,-1.2,156.112,0.308,5.388,1.000,1.000,-9.699
462,30.800,B,26.037,8.736,93.5,3.5,165.811,-0.037,5.883,1.000,-0.337,9.699
463,30.867,A,22.575,0.977,24.4,-7.1,156.527,0.353,5.389,1.000,1.000,-9.676
463,30.867,B,26.009,9.127,93.7,3.7,166.202,-0.009,5.888,1.000,-0.340,9.676
464,30.933,A,22.878,1.176,27.6,-3.9,156.888,0.365,5.391,1.000,1.000,-9.706
464,30.933,B,25.992,9.519,93.2,3.2,166.595,0.008,5.885,1.000,-0.229,9.706
465,31.000,A,23.168,1.392,30.8,-0.7,157.249,0.397,5.394,1.000,1.000,-9.738
465,31.000,B,25.990,9.912,92.1,2.1,166.987,0.010,5.891,1.000,-0.075,9.738
466,31.067,A,23.446,1.625,34.1,-6.4,157.676,0.416,5.397,1.000,1.000,-9.705
466,31.067,B,25.992,10.306,91.2,1.2,167.381,0.008,5.929,1.000,-0.186,9.705
467,31.133,A,23.710,1.873,37.4,-3.1,158.038,0.434,5.400,1.000,1.000,-9.738
467,31.133,B,25.997,10.701,90.5,0.5,167.776,0.003,5.928,1.000,0.009,9.738
468,31.200,A,23.959,2.138,40.7,-8.8,158.473,0.462,5.403,1.000,1.000,-9.699
468,31.200,B,26.006,11.097,89.9,-0.1,168.172,-0.006,5.937,1.000,-0.172,9.699
469,31.267,A,24.193,2.416,44.1,-5.4,158.836,0.466,5.407,1.000,1.000,-9.731
469,31.267,B,26.012,11.492,89.5,-0.5,168.568,-0.012,5.936,1.000,-0.089,9.731
470,31.333,A,24.409,2.708,47.4,-2.1,159.199,0.491,5.411,1.000,0.980,-9.765
470,31.333,B,26.026,11.888,88.9,-1.1,168.964,-0.026,5.952,1.000,0.999,9.765
471,31.400,A,24.608,3.013,50.8,-7.7,159.641,0.491,5.415,1.000,1.000,-9.719
471,31.400,B,26.036,12.285,88.8,-1.2,169.360,-0.036,5.951,1.000,1.000,9.719
472,31.467,A,24.789,3.329,54.2,-4.3,160.005,0.502,5.420,1.000,1.000,-9.751
472,31.467,B,26.035,12.681,89.4,-0.6,169.756,-0.035,5.935,1.000,1.000,9.751
473,31.533,A,24.951,3.655,57.6,-9.9,160.450,0.510,5.424,1.000,1.000,-9.701
473,31.533,B,26.018,13.076,90.5,0.5,170.151,-0.018,5.922,1.000,1.000,9.701
474,31.600,A,25.094,3.991,61.0,-6.5,160.815,0.507,5.428,1.000,1.000,-9.730
474,31.600,B,25.986,13.470,92.1,2.1,170.545,0.014,5.909,1.000,1.000,9.730
475,31.667,A,25.216,4.335,64.4,-12.1,161.262,0.521,5.432,1.000,1.000,-9.675
475,31.667,B,25.936,13.861,94.1,4.1,170.936,0.064,5.897,1.000,1.000,9.675
476,31.733,A,25.318,4.686,67.8,-8.7,161.626,0.503,5.436,1.000,1.000,-9.707
476,31.733,B,25.869,14.249,96.3,1.8,171.334,0.111,5.887,1.000,1.000,9.707
477,31.800,A,25.399,5.042,71.2,-5.3,161.992,0.508,5.440,0.859,-0.917,-9.731
477,31.800,B,25.783,14.633,98.7,4.2,171.723,0.167,5.877,1.000,1.000,9.731
478,31.867,A,25.470,5.400,74.0,-11.5,162.435,0.481,5.454,1.000,0.780,-9.711
478,31.867,B,25.678,15.012,101.2,-2.3,172.146,0.224,5.869,1.000,1.000,9.711
479,31.933,A,25.533,5.759,76.3,-9.2,162.798,0.446,5.449,1.000,-0.325,-9.739
479,31.933,B,25.554,15.384,103.9,0.4,172.537,0.257,5.862,1.000,1.000,9.739
480,32.000,A,25.585,6.121,78.3,-11.7,163.196,0.415,5.494,0.903,0.046,-9.730
480,32.000,B,25.412,15.750,106.7,3.2,172.926,0.311,5.856,1.000,1.000,9.730
481,32.067,A,25.648,6.481,78.9,-11.1,163.557,0.352,5.479,0.816,0.171,-9.811
481,32.067,B,25.250,16.107,109.6,-2.9,173.367,0.325,5.851,1.000,1.000,9.811
482,32.133,A,25.709,6.837,79.4,-10.6,163.913,0.291,5.396,0.788,0.255,-9.845
482,32.133,B,25.070,16.456,112.6,0.1,173.758,0.358,5.846,1.000,1.000,9.845
483,32.200,A,25.757,7.191,80.4,-9.6,164.266,0.243,5.316,0.828,0.219,-9.941
483,32.200,B,24.871,16.793,115.6,-5.9,174.207,0.368,5.842,1.000,1.000,9.941
484,32.267,A,25.794,7.539,81.6,-8.4,164.614,0.206,5.190,0.975,0.154,-9.984
484,32.267,B,24.655,17.120,118.6,-2.9,174.598,0.382,5.838,1.000,1.000,9.984
485,32.333,A,25.829,7.888,82.6,-7.4,164.964,0.171,5.310,1.000,0.117,-10.088
485,32.333,B,24.421,17.434,121.6,-8.9,175.052,0.389,5.834,1.000,1.000,10.088
486,32.400,A,25.863,8.246,83.3,-6.7,165.322,0.137,5.444,1.000,0.117,-10.121
486,32.400,B,24.171,17.734,124.7,-5.8,175.443,0.385,5.831,1.000,1.000,10.121
487,32.467,A,25.894,8.613,83.9,-6.1,165.689,0.106,5.574,1.000,0.108,-10.207
487,32.467,B,23.905,18.021,127.8,-11.7,175.895,0.388,5.828,1.000,1.000,10.207
488,32.533,A,25.922,8.989,84.6,-5.4,166.065,0.078,5.704,1.000,0.107,-10.221
488,32.533,B,23.624,18.292,131.0,-8.5,176.286,0.365,5.826,1.000,1.000,10.221
489,32.600,A,25.947,9.374,85.2,-4.8,166.449,0.053,5.822,1.000,0.112,-10.227
489,32.600,B,23.328,18.547,134.1,-5.4,176.676,0.363,5.823,1.000,1.000,10.227
490,32.667,A,25.968,9.765,85.9,-4.1,166.840,0.032,5.908,1.000,0.092,-10.281
490,32.667,B,23.018,18.785,137.3,-11.2,177.122,0.324,5.821,1.000,1.000,10.281
491,32.733,A,25.985,10.159,86.5,-3.5,167.234,0.015,5.913,0.861,0.135,-10.278
491,32.733,B,22.696,19.006,140.4,-8.1,177.512,0.304,5.818,1.000,1.000,10.278
492,32.800,A,25.997,10.546,87.1,-2.9,167.622,0.003,5.759,0.976,0.082,-10.325
492,32.800,B,22.363,19.208,143.6,-13.9,177.947,0.265,5.816,1.000,1.000,10.325
493,32.867,A,26.006,10.932,87.7,-2.3,168.008,-0.006,5.790,0.788,0.145,-10.327
493,32.867,B,22.019,19.392,146.8,-10.7,178.335,0.228,5.814,1.000,1.000,10.327
494,32.933,A,26.011,11.313,88.3,-1.7,168.388,-0.011,5.653,0.823,0.064,-10.368
494,32.933,B,21.665,19.556,149.9,-16.6,178.756,0.190,5.812,1.000,1.000,10.368
495,33.000,A,26.013,11.684,88.8,-1.2,168.760,-0.013,5.511,0.829,0.048,-10.383
495,33.000,B,21.303,19.700,153.1,-13.4,179.142,0.135,5.810,1.000,1.000,10.383
496,33.067,A,26.015,12.044,89.1,-0.9,169.120,-0.015,5.333,1.000,1.000,-10.411
496,33.067,B,20.933,19.824,156.3,-10.2,179.530,0.101,5.808,1.000,1.000,10.411
497,33.133,A,26.011,12.400,89.6,-0.4,169.475,-0.011,5.336,1.000,0.547,-10.454
497,33.133,B,20.558,19.927,159.5,-16.0,179.929,0.029,5.806,1.000,1.000,10.454
498,33.200,A,25.994,12.755,90.7,0.7,169.831,0.006,5.333,0.817,-0.275,-10.484
498,33.200,B,20.177,20.009,162.7,-12.8,180.315,-0.023,5.804,1.000,1.000,10.484
499,33.267,A,25.970,13.110,91.8,1.8,170.185,0.030,5.332,1.000,0.923,-10.513
499,33.267,B,19.792,20.069,165.9,-14.1,180.698,-0.069,5.802,1.000,1.000,10.513
500,33.333,A,25.946,13.464,92.6,2.6,170.540,0.054,5.329,0.719,-0.079,-10.546
500,33.333,B,19.405,20.108,169.1,-10.9,181.086,-0.108,5.800,1.000,1.000,10.546
501,33.400,A,25.924,13.819,92.9,2.9,170.894,0.076,5.303,1.000,1.000,-10.580
501,33.400,B,19.016,20.125,172.3,-7.7,181.474,-0.125,5.799,1.000,0.904,10.580
502,33.467,A,25.904,14.171,93.1,-1.4,171.254,0.083,5.304,1.000,1.000,-10.609
502,33.467,B,18.627,20.121,175.5,-4.5,181.863,-0.121,5.799,1.000,0.823,10.609
503,33.533,A,25.872,14.524,93.8,-0.7,171.607,0.086,5.301,1.000,1.000,-10.644
503,33.533,B,18.239,20.094,178.7,-1.3,182.251,-0.094,5.799,1.000,-0.491,10.644
504,33.600,A,25.826,14.874,95.1,0.6,171.960,0.105,5.296,1.000,1.000,-10.678
504,33.600,B,17.852,20.057,-178.8,1.2,182.639,-0.057,5.832,1.000,-0.469,10.678
505,33.667,A,25.763,15.222,96.9,-6.6,172.331,0.092,5.292,1.000,1.000,-10.697
505,33.667,B,17.463,20.023,-177.4,2.6,183.028,-0.023,5.857,1.000,-0.377,10.697
506,33.733,A,25.684,15.567,99.0,-4.5,172.685,0.089,5.287,1.000,1.000,-10.733
506,33.733,B,17.073,20.001,-177.2,2.8,183.418,-0.001,5.861,1.000,-0.325,10.733
507,33.800,A,25.587,15.907,101.4,-11.1,173.053,0.090,5.284,1.000,1.000,-10.755
507,33.800,B,16.682,19.992,-177.8,2.2,183.808,0.008,5.859,1.000,-0.165,10.755
508,33.867,A,25.472,16.242,104.0,-8.5,173.407,0.068,5.282,1.000,1.000,-10.794
508,33.867,B,16.290,19.993,-178.7,1.3,184.201,0.007,5.911,1.000,0.044,10.794
509,33.933,A,25.339,16.571,106.8,-5.7,173.761,0.065,5.282,1.000,1.000,-10.834
509,33.933,B,15.896,19.996,-179.3,0.7,184.595,0.004,5.913,1.000,0.013,10.834
510,34.000,A,25.188,16.892,109.7,-11.8,174.125,0.047,5.282,1.000,1.000,-10.866
510,34.000,B,15.499,19.991,-179.3,0.7,184.991,0.009,5.979,1.000,-0.082,10.866
511,34.067,A,25.019,17.203,112.8,-8.7,174.479,0.028,5.284,1.000,1.000,-10.911
511,34.067,B,15.100,19.989,-179.5,0.5,185.390,0.011,5.978,1.000,0.055,10.911
512,34.133,A,24.833,17.505,115.9,-5.6,174.834,0.029,5.286,1.000,1.000,-10.954
512,34.133,B,14.702,19.989,-179.6,0.4,185.789,0.011,5.979,1.000,-0.046,10.954
513,34.200,A,24.628,17.796,119.1,-11.4,175.193,-0.003,5.290,1.000,1.000,-10.994
513,34.200,B,14.303,19.986,-179.6,0.4,186.187,0.014,5.982,1.000,0.036,10.994
514,34.267,A,24.407,18.075,122.4,-8.1,175.548,-0.016,5.294,1.000,1.000,-11.038
514,34.267,B,13.904,19.984,-179.6,0.4,186.586,0.016,5.983,1.000,-0.091,11.038
515,34.333,A,24.170,18.340,125.7,-13.8,175.902,-0.027,5.298,1.000,1.000,-11.083
515,34.333,B,13.506,19.983,-179.7,0.3,186.985,0.017,5.982,1.000,0.044,11.083
516,34.400,A,23.917,18.591,129.1,-10.4,176.257,-0.053,5.303,1.000,1.000,-11.127
516,34.400,B,13.107,19.984,-179.9,0.1,187.384,0.016,5.983,1.000,-0.031,11.127
517,34.467,A,23.649,18.827,132.5,-7.0,176.614,-0.059,5.308,1.000,1.000,-11.169
517,34.467,B,12.708,19.983,-179.9,0.1,187.783,0.017,5.986,1.000,0.038,11.169
518,34.533,A,23.367,19.046,135.9,-12.6,176.961,-0.081,5.313,1.000,1.000,-11.221
518,34.533,B,12.309,19.982,-179.8,0.2,188.182,0.018,5.995,1.000,-0.076,11.221
519,34.600,A,23.072,19.249,139.3,-9.2,177.318,-0.099,5.319,1.000,1.000,-11.264
519,34.600,B,11.909,19.981,-179.9,0.1,188.582,0.019,5.996,1.000,0.049,11.264
520,34.667,A,22.766,19.433,142.7,-5.8,177.666,-0.097,5.325,1.000,1.000,-11.315
520,34.667,B,11.509,19.983,-180.0,0.0,188.981,0.017,5.994,1.000,-0.036,11.315
521,34.733,A,22.448,19.599,146.2,-11.3,178.018,-0.129,5.330,1.000,1.000,-11.363
521,34.733,B,11.110,19.982,-180.0,0.0,189.381,0.018,5.992,1.000,0.042,11.363
522,34.800,A,22.121,19.746,149.6,-7.9,178.376,-0.139,5.336,1.000,1.000,-11.404
522,34.800,B,10.710,19.982,-179.9,0.1,189.780,0.018,5.999,1.000,-0.070,11.404
523,34.867,A,21.785,19.873,153.1,-13.4,178.714,-0.146,5.342,1.000,1.000,-11.467
523,34.867,B,10.310,19.981,-180.0,0.0,190.180,0.019,5.998,1.000,0.048,11.467
524,34.933,A,21.442,19.980,156.5,-10.0,179.072,-0.170,5.347,1.000,1.000,-11.508
524,34.933,B,9.911,19.983,180.0,-0.0,190.580,0.017,5.996,1.000,-0.037,11.508
525,35.000,A,21.092,20.066,160.0,-6.5,179.432,-0.171,5.353,1.000,1.000,-11.547
525,35.000,B,9.511,19.983,179.9,-0.1,190.980,0.017,5.993,1.000,0.045,11.547
526,35.067,A,20.738,20.130,163.4,-12.1,179.765,-0.188,5.359,1.000,1.000,-11.614
526,35.067,B,9.111,19.983,-180.0,0.0,191.379,0.017,5.999,1.000,-0.072,11.614
527,35.133,A,20.380,20.174,166.9,-8.6,180.125,-0.203,5.364,1.000,1.000,-11.654
527,35.133,B,8.711,19.983,180.0,-0.0,191.779,0.017,5.999,1.000,0.047,11.654
528,35.200,A,20.020,20.195,170.4,-5.1,180.486,-0.196,5.370,1.000,1.000,-11.693
528,35.200,B,8.311,19.985,179.9,-0.1,192.179,0.015,5.996,1.000,-0.028,11.693
529,35.267,A,19.658,20.195,173.8,-6.2,180.832,-0.195,5.375,1.000,1.000,-11.746
529,35.267,B,7.912,19.985,179.9,-0.1,192.579,0.015,5.996,1.000,0.041,11.746
530,35.333,A,19.297,20.174,177.3,-2.7,181.193,-0.174,5.380,1.000,0.918,-11.785
530,35.333,B,7.512,19.985,180.0,-0.0,192.979,0.015,5.995,1.000,-0.068,11.785
531,35.400,A,18.938,20.130,-179.3,0.7,181.553,-0.130,5.387,0.918,-0.232,-11.826
531,35.400,B,7.112,19.985,179.9,-0.1,193.378,0.015,5.994,1.000,0.053,11.826
532,35.467,A,18.579,20.074,-176.3,3.7,181.911,-0.074,5.428,1.000,-0.247,-11.867
532,35.467,B,6.713,19.987,179.9,-0.1,193.778,0.013,5.993,1.000,-0.027,11.867
533,35.533,A,18.219,20.023,-174.8,5.2,182.272,-0.023,5.470,1.000,-0.283,-11.906
533,35.533,B,6.313,19.987,179.9,-0.1,194.177,0.013,5.993,1.000,0.033,11.906
534,35.600,A,17.856,19.983,-174.5,5.5,182.635,0.017,5.485,1.000,-0.292,-11.942
534,35.600,B,5.914,19.987,180.0,-0.0,194.577,0.013,5.981,1.000,-0.059,11.942
535,35.667,A,17.491,19.954,-174.9,5.1,183.000,0.046,5.492,1.000,-0.286,-11.976
535,35.667,B,5.515,19.989,179.8,-0.2,194.976,0.011,5.988,1.000,0.059,11.976
536,35.733,A,17.124,19.939,-175.9,4.1,183.366,0.061,5.505,1.000,-0.277,-12.009
536,35.733,B,5.115,19.992,179.8,-0.2,195.375,0.008,5.988,1.000,-0.017,12.009
537,35.800,A,16.755,19.937,-177.3,2.7,183.735,0.063,5.555,1.000,-0.263,-12.039
537,35.800,B,4.716,19.992,179.8,-0.2,195.774,0.008,5.993,1.000,0.028,12.039
538,35.867,A,16.381,19.945,-178.7,1.3,184.110,0.055,5.646,1.000,-0.125,-12.064
538,35.867,B,4.317,19.992,179.9,-0.1,196.174,0.008,5.985,1.000,-0.059,12.064
539,35.933,A,16.002,19.957,-179.8,0.2,184.489,0.043,5.725,1.000,-0.075,-12.084
539,35.933,B,3.918,19.994,179.8,-0.2,196.573,0.006,5.980,1.000,0.061,12.084
540,36.000,A,15.616,19.965,179.7,-0.3,184.874,0.035,5.830,1.000,-0.039,-12.097
540,36.000,B,3.519,19.997,179.8,-0.2,196.972,0.003,5.982,1.000,-0.047,12.097
541,36.067,A,15.224,19.973,179.4,-0.6,185.267,0.027,5.933,1.000,-0.024,-12.104
541,36.067,B,3.120,19.997,179.8,-0.2,197.370,0.003,5.982,1.000,0.063,12.104
542,36.133,A,14.827,19.980,179.2,-0.8,185.664,0.020,5.976,1.000,-0.012,-12.106
542,36.133,B,2.721,19.999,179.8,-0.2,197.769,0.001,5.983,1.000,-0.059,12.106
543,36.200,A,14.428,19.987,179.2,-0.8,186.063,0.013,6.004,1.000,-0.006,-12.105
543,36.200,B,2.322,19.999,179.9,-0.1,198.168,0.001,5.983,1.000,0.061,12.105
