step,t,car,x,y,yaw_deg,heading_err_deg,progress_cum,lateral,speed,throttle,steer,gap_ahead
406,27.067,B,1.393,-0.005,0.0,0.0,135.054,-0.005,5.994,1.000,-0.092,12.559
407,27.133,A,-10.766,-0.013,-0.2,-0.2,122.894,-0.013,5.992,1.000,-0.007,-12.559
407,27.133,B,1.793,-0.004,0.0,0.0,135.453,-0.004,5.993,1.000,0.056,12.559
408,27.200,A,-10.366,-0.016,-0.3,-0.3,123.294,-0.016,5.998,1.000,-0.000,-12.559
408,27.200,B,2.192,-0.006,-0.1,-0.1,135.853,-0.006,5.992,1.000,-0.033,12.559
409,27.267,A,-9.967,-0.019,-0.3,-0.3,123.694,-0.019,5.998,1.000,0.001,-12.558
409,27.267,B,2.592,-0.006,-0.0,-0.0,136.252,-0.006,5.993,1.000,0.056,12.558
410,27.333,A,-9.567,-0.022,-0.4,-0.4,124.094,-0.022,6.000,1.000,0.005,-12.558
410,27.333,B,2.991,-0.005,0.0,0.0,136.652,-0.005,5.996,1.000,-0.094,12.558
411,27.400,A,-9.167,-0.024,-0.4,-0.4,124.494,-0.024,5.999,1.000,0.009,-12.558
411,27.400,B,3.391,-0.004,0.0,0.0,137.051,-0.004,5.995,1.000,0.056,12.558
412,27.467,A,-8.767,-0.027,-0.4,-0.4,124.894,-0.027,6.000,1.000,0.011,-12.557
412,27.467,B,3.791,-0.006,-0.1,-0.1,137.451,-0.006,5.994,1.000,-0.034,12.557
413,27.533,A,-8.367,-0.029,-0.4,-0.4,125.294,-0.029,6.003,1.000,0.011,-12.557
413,27.533,B,4.190,-0.006,-0.0,-0.0,137.850,-0.006,5.993,1.000,0.056,12.557
414,27.600,A,-7.966,-0.031,-0.3,-0.3,125.694,-0.031,6.006,1.000,0.011,-12.556
414,27.600,B,4.590,-0.005,0.1,0.1,138.250,-0.005,5.993,1.000,-0.101,12.556
415,27.667,A,-7.566,-0.033,-0.3,-0.3,126.095,-0.033,6.006,1.000,0.011,-12.555
415,27.667,B,4.989,-0.004,0.1,0.1,138.650,-0.004,5.993,1.000,0.052,12.555
416,27.733,A,-7.165,-0.035,-0.3,-0.3,126.495,-0.035,6.006,1.000,0.012,-12.554
416,27.733,B,5.389,-0.005,-0.0,-0.0,139.049,-0.005,5.992,1.000,-0.045,12.554
417,27.800,A,-6.765,-0.036,-0.2,-0.2,126.895,-0.036,6.006,1.000,0.012,-12.553
417,27.800,B,5.788,-0.005,-0.0,-0.0,139.448,-0.005,5.989,1.000,0.062,12.553
418,27.867,A,-6.364,-0.037,-0.2,-0.2,127.296,-0.037,6.006,1.000,0.011,-12.552
418,27.867,B,6.187,-0.005,-0.0,-0.0,139.848,-0.005,5.989,1.000,-0.082,12.552
419,27.933,A,-5.964,-0.038,-0.2,-0.2,127.696,-0.038,6.006,1.000,0.010,-12.551
419,27.933,B,6.587,-0.004,0.0,0.0,140.247,-0.004,5.988,1.000,0.053,12.551
420,28.000,A,-5.563,-0.039,-0.1,-0.1,128.097,-0.039,6.007,1.000,0.009,-12.549
420,28.000,B,6.986,-0.006,-0.0,-0.0,140.646,-0.006,5.987,1.000,-0.047,12.549
421,28.067,A,-5.163,-0.039,-0.1,-0.1,128.497,-0.039,6.007,1.000,0.007,-12.548
421,28.067,B,7.385,-0.005,-0.0,-0.0,141.045,-0.005,5.987,1.000,0.062,12.548
422,28.133,A,-4.762,-0.039,-0.1,-0.1,128.898,-0.039,6.006,1.000,0.005,-12.546
422,28.133,B,7.784,-0.006,-0.0,-0.0,141.444,-0.006,5.987,1.000,-0.076,12.546
423,28.200,A,-4.362,-0.039,-0.0,-0.0,129.298,-0.039,6.005,1.000,0.004,-12.545
423,28.200,B,8.183,-0.004,0.0,0.0,141.843,-0.004,5.986,1.000,0.054,12.545
424,28.267,A,-3.962,-0.038,0.0,0.0,129.699,-0.038,6.001,1.000,0.003,-12.544
424,28.267,B,8.582,-0.006,-0.0,-0.0,142.242,-0.006,5.985,1.000,-0.047,12.544
425,28.333,A,-3.562,-0.038,0.0,0.0,130.099,-0.038,5.999,1.000,0.001,-12.543
425,28.333,B,8.981,-0.006,-0.0,-0.0,142.641,-0.006,5.985,1.000,0.062,12.543
426,28.400,A,-3.162,-0.037,0.0,0.0,130.499,-0.037,5.998,1.000,-0.001,-12.542
426,28.400,B,9.380,-0.006,-0.0,-0.0,143.040,-0.006,5.986,1.000,-0.075,12.542
427,28.467,A,-2.762,-0.037,0.1,0.1,130.898,-0.037,5.999,1.000,-0.003,-12.541
427,28.467,B,9.779,-0.005,0.0,0.0,143.439,-0.005,5.985,1.000,0.054,12.541
428,28.533,A,-2.362,-0.036,0.1,0.1,131.298,-0.036,6.000,1.000,-0.003,-12.540
428,28.533,B,10.178,-0.006,-0.0,-0.0,143.838,-0.006,5.984,1.000,-0.048,12.540
429,28.600,A,-1.962,-0.035,0.1,0.1,131.699,-0.035,6.001,1.000,-0.004,-12.539
429,28.600,B,10.577,-0.006,-0.0,-0.0,144.237,-0.006,5.985,1.000,0.064,12.539
430,28.667,A,-1.562,-0.035,0.1,0.1,132.099,-0.035,6.002,1.000,-0.003,-12.538
430,28.667,B,10.976,-0.006,-0.0,-0.0,144.636,-0.006,5.986,1.000,-0.077,12.538
431,28.733,A,-1.161,-0.035,0.1,0.1,132.499,-0.035,6.003,1.000,-0.002,-12.536
431,28.733,B,11.375,-0.005,0.0,0.0,145.035,-0.005,5.985,1.000,0.053,12.536
432,28.800,A,-0.761,-0.035,0.0,0.0,132.899,-0.035,6.001,1.000,-0.002,-12.535
432,28.800,B,11.774,-0.006,-0.0,-0.0,145.434,-0.006,5.984,1.000,-0.049,12.535
433,28.867,A,-0.361,-0.034,0.0,0.0,133.299,-0.034,6.002,1.000,-0.001,-12.534
433,28.867,B,12.173,-0.006,-0.0,-0.0,145.833,-0.006,5.985,1.000,0.064,12.534
434,28.933,A,0.039,-0.035,0.0,0.0,133.699,-0.035,6.003,1.000,-0.000,-12.533
434,28.933,B,12.572,-0.006,-0.0,-0.0,146.232,-0.006,5.986,1.000,-0.076,12.533
435,29.000,A,0.439,-0.035,0.0,0.0,134.100,-0.035,6.001,1.000,-0.001,-12.532
435,29.000,B,12.971,-0.005,0.0,0.0,146.631,-0.005,5.985,1.000,0.053,12.532
436,29.067,A,0.839,-0.035,0.0,0.0,134.500,-0.035,6.001,1.000,-0.001,-12.531
436,29.067,B,13.370,-0.006,-0.0,-0.0,147.030,-0.006,5.984,1.000,-0.050,12.531
437,29.133,A,1.239,-0.035,0.0,0.0,134.900,-0.035,6.000,1.000,-0.001,-12.529
437,29.133,B,13.769,-0.006,-0.0,-0.0,147.429,-0.006,5.985,1.000,0.063,12.529
438,29.200,A,1.639,-0.034,0.0,0.0,135.300,-0.034,6.000,1.000,-0.001,-12.528
438,29.200,B,14.168,-0.006,-0.0,-0.0,147.828,-0.006,5.985,1.000,-0.068,12.528
439,29.267,A,2.040,-0.034,0.0,0.0,135.700,-0.034,6.001,1.000,-0.001,-12.527
439,29.267,B,14.567,-0.005,0.0,0.0,148.227,-0.005,5.984,1.000,0.055,12.527
440,29.333,A,2.440,-0.034,0.0,0.0,136.100,-0.034,6.001,1.000,-0.001,-12.526
440,29.333,B,14.966,-0.006,-0.0,-0.0,148.626,-0.006,5.984,1.000,-0.052,12.526
441,29.400,A,2.840,-0.035,0.0,0.0,136.500,-0.035,6.000,1.000,-0.001,-12.525
441,29.400,B,15.364,-0.006,-0.0,-0.0,149.025,-0.006,5.983,1.000,0.030,12.525
442,29.467,A,3.240,-0.035,-0.0,-0.0,136.900,-0.035,6.000,1.000,-0.000,-12.524
442,29.467,B,15.763,-0.007,-0.0,-0.0,149.424,-0.007,5.987,1.000,-0.101,12.524
443,29.533,A,3.640,-0.035,-0.0,-0.0,137.300,-0.035,6.001,1.000,-0.000,-12.523
443,29.533,B,16.163,-0.009,-0.2,-0.2,149.823,-0.009,5.987,1.000,-0.052,12.523
444,29.600,A,4.040,-0.035,-0.0,-0.0,137.700,-0.035,6.001,1.000,0.000,-12.521
444,29.600,B,16.561,-0.017,-0.5,-0.5,150.221,-0.017,5.964,1.000,-0.011,12.521
445,29.667,A,4.440,-0.035,-0.0,-0.0,138.100,-0.035,6.001,1.000,0.001,-12.520
445,29.667,B,16.960,-0.022,-0.6,-0.6,150.620,-0.022,5.982,1.000,-0.193,12.520
446,29.733,A,4.840,-0.035,-0.0,-0.0,138.500,-0.035,6.001,1.000,-0.000,-12.518
446,29.733,B,17.358,-0.032,-1.0,-1.0,151.019,-0.032,5.980,1.000,-0.025,12.518
447,29.800,A,5.240,-0.035,-0.0,-0.0,138.901,-0.035,6.001,1.000,0.001,-12.517
447,29.800,B,17.757,-0.047,-1.4,-1.4,151.417,-0.047,5.993,1.000,-0.033,12.517
448,29.867,A,5.640,-0.035,0.0,0.0,139.301,-0.035,6.002,1.000,0.002,-12.515
448,29.867,B,18.156,-0.060,-1.6,-1.6,151.816,-0.060,6.002,1.000,0.338,12.515
449,29.933,A,6.041,-0.035,0.0,0.0,139.701,-0.035,6.001,1.000,0.001,-12.515
449,29.933,B,18.556,-0.070,-1.4,-1.4,152.216,-0.070,6.000,1.000,0.421,12.515
450,30.000,A,6.441,-0.035,0.0,0.0,140.101,-0.035,6.000,1.000,0.001,-12.515
450,30.000,B,18.956,-0.066,-0.7,-0.7,152.616,-0.066,5.994,1.000,1.000,12.515
451,30.067,A,6.841,-0.034,0.0,0.0,140.501,-0.034,6.000,1.000,-0.001,-12.514
451,30.067,B,19.355,-0.048,0.6,0.6,153.015,-0.048,5.980,1.000,1.000,12.514
452,30.133,A,7.241,-0.034,0.0,0.0,140.901,-0.034,6.000,1.000,-0.003,-12.512
452,30.133,B,19.752,-0.013,2.3,2.3,153.412,-0.013,5.967,1.000,1.000,12.512
453,30.200,A,7.641,-0.033,0.1,0.1,141.301,-0.033,5.999,1.000,-0.007,-12.509
453,30.200,B,20.147,0.039,4.3,-0.2,153.810,0.027,5.955,1.000,1.000,12.509
454,30.267,A,8.040,-0.033,0.1,0.1,141.701,-0.033,6.000,1.000,-0.009,-12.505
454,30.267,B,20.538,0.109,6.5,2.0,154.206,0.066,5.944,1.000,1.000,12.505
455,30.333,A,8.441,-0.032,0.1,0.1,142.101,-0.032,6.002,1.000,-0.011,-12.517
455,30.333,B,20.926,0.198,9.0,-4.5,154.618,0.124,5.934,1.000,1.000,12.517
456,30.400,A,8.841,-0.031,0.1,0.1,142.501,-0.031,6.003,1.000,-0.011,-12.514
456,30.400,B,21.308,0.306,11.6,-1.9,155.015,0.139,5.926,1.000,1.000,12.514
457,30.467,A,9.241,-0.031,0.1,0.1,142.901,-0.031,6.005,1.000,-0.011,-12.508
457,30.467,B,21.683,0.433,14.3,0.8,155.410,0.175,5.918,1.000,1.000,12.508
458,30.533,A,9.642,-0.032,0.0,0.0,143.302,-0.032,6.006,1.000,-0.009,-12.533
458,30.533,B,22.052,0.579,17.1,-5.4,155.835,0.188,5.911,1.000,1.000,12.533
459,30.600,A,10.042,-0.032,-0.0,-0.0,143.702,-0.032,6.007,1.000,-0.006,-12.528
459,30.600,B,22.412,0.743,20.0,-2.5,156.230,0.202,5.905,1.000,1.000,12.528
460,30.667,A,10.443,-0.033,-0.1,-0.1,144.103,-0.033,6.001,1.000,-0.004,-12.557
460,30.667,B,22.762,0.927,22.9,-8.6,156.660,0.213,5.900,1.000,1.000,12.557
461,30.733,A,10.843,-0.035,-0.1,-0.1,144.503,-0.035,6.002,1.000,-0.002,-12.552
461,30.733,B,23.102,1.129,25.9,-5.6,157.055,0.207,5.895,1.000,1.000,12.552
462,30.800,A,11.243,-0.036,-0.1,-0.1,144.903,-0.036,6.004,1.000,0.001,-12.581
462,30.800,B,23.430,1.348,28.9,-11.6,157.484,0.216,5.891,1.000,1.000,12.581
463,30.867,A,11.643,-0.037,-0.2,-0.2,145.303,-0.037,6.001,1.000,0.002,-12.575
463,30.867,B,23.746,1.585,31.9,-8.6,157.878,0.191,5.886,1.000,1.000,12.575
464,30.933,A,12.043,-0.039,-0.2,-0.2,145.703,-0.039,6.000,1.000,0.005,-12.570
464,30.933,B,24.049,1.838,35.0,-5.5,158.273,0.187,5.883,1.000,1.000,12.570
465,31.000,A,12.443,-0.040,-0.2,-0.2,146.103,-0.040,6.000,1.000,0.007,-12.592
465,31.000,B,24.337,2.107,38.1,-11.4,158.695,0.156,5.879,1.000,1.000,12.592
466,31.067,A,12.843,-0.042,-0.2,-0.2,146.503,-0.042,6.001,1.000,0.010,-12.585
466,31.067,B,24.610,2.392,41.2,-8.3,159.089,0.133,5.875,1.000,1.000,12.585
467,31.133,A,13.243,-0.043,-0.2,-0.2,146.903,-0.043,6.002,1.000,0.012,-12.598
467,31.133,B,24.866,2.691,44.3,-14.2,159.501,0.103,5.872,1.000,1.000,12.598
468,31.200,A,13.643,-0.044,-0.2,-0.2,147.304,-0.044,6.004,1.000,0.014,-12.589
468,31.200,B,25.106,3.003,47.4,-11.1,159.893,0.062,5.869,1.000,1.000,12.589
469,31.267,A,14.044,-0.045,-0.2,-0.2,147.704,-0.045,6.005,1.000,0.015,-12.588
469,31.267,B,25.328,3.328,50.6,-16.9,160.292,0.036,5.866,1.000,1.000,12.588
470,31.333,A,14.444,-0.046,-0.1,-0.1,148.104,-0.046,6.007,1.000,0.015,-12.576
470,31.333,B,25.532,3.664,53.7,-13.8,160.680,-0.024,5.863,1.000,1.000,12.576
471,31.400,A,14.845,-0.047,-0.1,-0.1,148.505,-0.047,6.007,1.000,0.015,-12.567
471,31.400,B,25.717,4.011,56.9,-10.6,161.072,-0.062,5.860,1.000,1.000,12.567
472,31.467,A,15.245,-0.047,-0.1,-0.1,148.905,-0.047,6.008,1.000,0.015,-12.543
472,31.467,B,25.883,4.367,60.0,-16.5,161.449,-0.120,5.857,1.000,1.000,12.543
473,31.533,A,15.646,-0.046,-0.0,-0.0,149.306,-0.046,6.008,1.000,0.012,-12.531
473,31.533,B,26.028,4.732,63.2,-13.3,161.837,-0.176,5.855,1.000,1.000,12.531
474,31.600,A,16.046,-0.045,0.0,0.0,149.707,-0.045,6.010,0.988,0.037,-12.487
474,31.600,B,26.153,5.104,66.3,-19.2,162.194,-0.223,5.852,1.000,1.000,12.487
475,31.667,A,16.445,-0.042,0.2,0.2,150.106,-0.042,5.966,1.000,-0.037,-12.474
475,31.667,B,26.258,5.482,69.5,-16.0,162.579,-0.298,5.849,1.000,1.000,12.474
476,31.733,A,16.843,-0.041,0.2,0.2,150.504,-0.041,5.981,0.930,0.039,-12.464
476,31.733,B,26.341,5.866,72.7,-12.8,162.968,-0.350,5.847,1.000,1.000,12.464
477,31.800,A,17.237,-0.039,0.2,0.2,150.898,-0.039,5.865,0.890,-0.142,-12.430
477,31.800,B,26.403,6.253,75.8,-14.2,163.328,-0.403,5.844,1.000,1.000,12.430
478,31.867,A,17.625,-0.039,0.1,0.1,151.286,-0.039,5.804,0.887,-0.066,-12.432
478,31.867,B,26.443,6.643,79.0,-11.0,163.718,-0.443,5.842,1.000,1.000,12.432
479,31.933,A,18.007,-0.045,-0.3,-0.3,151.668,-0.045,5.662,1.000,1.000,-12.442
479,31.933,B,26.462,7.034,82.2,-7.8,164.109,-0.462,5.839,1.000,1.000,12.442
480,32.000,A,18.385,-0.047,-0.2,-0.2,152.045,-0.047,5.663,1.000,1.000,-12.456
480,32.000,B,26.458,7.425,85.3,-4.7,164.501,-0.458,5.837,1.000,1.000,12.456
481,32.067,A,18.762,-0.038,0.4,0.4,152.422,-0.038,5.653,1.000,0.888,-12.469
481,32.067,B,26.434,7.816,88.5,-1.5,164.892,-0.434,5.835,1.000,0.851,12.469
482,32.133,A,19.138,-0.014,1.6,1.6,152.798,-0.014,5.646,1.000,1.000,-12.482
482,32.133,B,26.387,8.205,91.7,1.7,165.280,-0.387,5.835,1.000,0.684,12.482
483,32.200,A,19.513,0.027,3.3,3.3,153.173,0.027,5.636,1.000,0.079,-12.493
483,32.200,B,26.319,8.590,94.8,4.8,165.666,-0.319,5.838,1.000,-0.762,12.493
484,32.267,A,19.886,0.075,4.8,4.8,153.547,0.075,5.657,1.000,0.105,-12.503
484,32.267,B,26.242,8.974,97.4,7.4,166.049,-0.242,5.864,1.000,-0.441,12.503
485,32.333,A,20.265,0.119,5.5,1.0,153.934,0.098,5.771,1.000,1.000,-12.500
485,32.333,B,26.166,9.359,98.7,8.7,166.435,-0.166,5.887,1.000,-0.410,12.500
486,32.400,A,20.646,0.172,6.4,1.9,154.318,0.121,5.769,1.000,1.000,-12.504
486,32.400,B,26.103,9.747,98.8,8.8,166.822,-0.103,5.891,1.000,-0.435,12.504
487,32.467,A,21.025,0.238,7.7,-5.8,154.724,0.140,5.753,1.000,1.000,-12.488
487,32.467,B,26.053,10.136,98.3,8.3,167.212,-0.053,5.887,1.000,-0.441,12.488
488,32.533,A,21.400,0.321,9.5,-4.0,155.108,0.133,5.742,1.000,1.000,-12.495
488,32.533,B,26.016,10.527,97.2,7.2,167.602,-0.016,5.881,1.000,-0.438,12.495
489,32.600,A,21.770,0.422,11.6,-1.9,155.491,0.144,5.733,1.000,1.000,-12.503
489,32.600,B,25.994,10.919,95.6,5.6,167.994,0.006,5.875,1.000,-0.421,12.503
490,32.667,A,22.134,0.540,14.0,-8.5,155.896,0.120,5.725,1.000,1.000,-12.490
490,32.667,B,25.990,11.311,93.8,3.8,168.386,0.010,5.872,1.000,-0.261,12.490
491,32.733,A,22.492,0.675,16.5,-6.0,156.279,0.108,5.718,1.000,1.000,-12.501
491,32.733,B,25.995,11.705,92.1,2.1,168.780,0.005,5.938,1.000,-0.220,12.501
492,32.800,A,22.843,0.829,19.2,-12.3,156.678,0.087,5.712,1.000,1.000,-12.501
492,32.800,B,26.006,12.103,90.7,0.7,169.179,-0.006,6.006,1.000,0.367,12.501
493,32.867,A,23.185,1.002,22.0,-9.5,157.059,0.056,5.708,1.000,1.000,-12.520
493,32.867,B,26.018,12.504,89.8,-0.2,169.579,-0.018,6.012,1.000,0.154,12.520
494,32.933,A,23.517,1.191,24.9,-15.6,157.448,0.041,5.704,1.000,1.000,-12.532
494,32.933,B,26.018,12.905,89.9,-0.1,169.980,-0.018,6.012,1.000,1.000,12.532
495,33.000,A,23.838,1.399,27.8,-12.7,157.827,-0.010,5.701,1.000,1.000,-12.553
495,33.000,B,26.006,13.305,90.6,0.6,170.380,-0.006,6.004,1.000,1.000,12.553
496,33.067,A,24.147,1.624,30.9,-9.6,158.208,-0.039,5.699,1.000,1.000,-12.571
496,33.067,B,25.981,13.704,91.8,1.8,170.779,0.019,5.984,1.000,1.000,12.571
497,33.133,A,24.443,1.865,34.0,-15.5,158.580,-0.083,5.697,1.000,1.000,-12.600
497,33.133,B,25.938,14.100,93.5,-1.0,171.180,0.054,5.970,1.000,1.000,12.600
498,33.200,A,24.726,2.122,37.1,-12.4,158.959,-0.130,5.695,1.000,1.000,-12.618
498,33.200,B,25.878,14.494,95.5,1.0,171.578,0.083,5.957,1.000,1.000,12.618
499,33.267,A,24.994,2.395,40.2,-18.3,159.316,-0.160,5.694,1.000,1.000,-12.657
499,33.267,B,25.800,14.885,97.7,3.2,171.973,0.130,5.946,1.000,1.000,12.657
500,33.333,A,25.246,2.682,43.4,-15.1,159.692,-0.225,5.693,1.000,1.000,-12.699
500,33.333,B,25.704,15.270,100.1,-3.4,172.391,0.139,5.936,1.000,1.000,12.699
501,33.400,A,25.481,2.983,46.6,-11.9,160.072,-0.268,5.692,1.000,1.000,-12.716
501,33.400,B,25.589,15.650,102.7,-0.8,172.787,0.162,5.927,1.000,1.000,12.716
502,33.467,A,25.699,3.297,49.8,-17.7,160.405,-0.319,5.692,1.000,1.000,-12.806
502,33.467,B,25.455,16.023,105.4,-7.1,173.211,0.167,5.920,1.000,1.000,12.806
503,33.533,A,25.899,3.622,53.0,-14.5,160.782,-0.379,5.691,1.000,1.000,-12.825
503,33.533,B,25.302,16.389,108.2,-4.3,173.607,0.169,5.913,1.000,1.000,12.825
504,33.600,A,26.081,3.958,56.2,-11.3,161.162,-0.418,5.691,1.000,1.000,-12.869
504,33.600,B,25.131,16.746,111.0,-10.5,174.031,0.172,5.907,1.000,1.000,12.869
505,33.667,A,26.243,4.304,59.5,-17.0,161.471,-0.485,5.691,1.000,1.000,-12.955
505,33.667,B,24.941,17.093,114.0,-7.5,174.426,0.153,5.902,1.000,1.000,12.955
506,33.733,A,26.385,4.658,62.7,-13.8,161.849,-0.541,5.690,1.000,1.000,-12.972
506,33.733,B,24.732,17.429,116.9,-4.6,174.822,0.155,5.897,1.000,1.000,12.972
507,33.800,A,26.507,5.020,66.0,-19.5,162.139,-0.582,5.690,1.000,1.000,-13.101
507,33.800,B,24.507,17.753,119.9,-10.6,175.239,0.117,5.892,1.000,1.000,13.101
508,33.867,A,26.608,5.389,69.2,-16.3,162.514,-0.654,5.690,1.000,1.000,-13.120
508,33.867,B,24.264,18.065,123.0,-7.5,175.634,0.099,5.888,1.000,1.000,13.120
509,33.933,A,26.688,5.762,72.5,-13.0,162.892,-0.705,5.690,1.000,1.000,-13.149
509,33.933,B,24.005,18.363,126.1,-13.4,176.041,0.063,5.884,1.000,1.000,13.149
510,34.000,A,26.747,6.140,75.7,-14.3,163.215,-0.747,5.690,1.000,1.000,-13.219
510,34.000,B,23.731,18.646,129.1,-10.4,176.434,0.026,5.880,1.000,1.000,13.219
511,34.067,A,26.784,6.520,79.0,-11.0,163.595,-0.784,5.690,1.000,1.000,-13.233
511,34.067,B,23.441,18.914,132.2,-16.3,176.828,-0.006,5.877,1.000,1.000,13.233
512,34.133,A,26.800,6.901,82.2,-7.8,163.977,-0.800,5.690,1.000,1.000,-13.242
512,34.133,B,23.138,19.165,135.4,-13.1,177.218,-0.062,5.873,1.000,1.000,13.242
513,34.200,A,26.794,7.283,85.5,-4.5,164.359,-0.794,5.690,1.000,1.000,-13.252
513,34.200,B,22.821,19.399,138.5,-10.0,177.611,-0.096,5.870,1.000,1.000,13.252
514,34.267,A,26.766,7.664,88.8,-1.2,164.739,-0.766,5.690,1.000,1.000,-13.243
514,34.267,B,22.493,19.615,141.6,-15.9,177.983,-0.160,5.867,1.000,1.000,13.243
515,34.333,A,26.716,8.043,92.0,2.0,165.118,-0.716,5.690,1.000,0.897,-13.254
515,34.333,B,22.152,19.813,144.8,-12.7,178.373,-0.213,5.864,1.000,1.000,13.254
516,34.400,A,26.645,8.418,95.3,5.3,165.494,-0.645,5.692,1.000,0.300,-13.231
516,34.400,B,21.802,19.992,147.9,-18.6,178.725,-0.265,5.861,1.000,1.000,13.231
517,34.467,A,26.561,8.792,98.0,8.0,165.867,-0.561,5.746,1.000,0.085,-13.244
517,34.467,B,21.443,20.151,151.1,-15.4,179.111,-0.336,5.858,1.000,1.000,13.244
518,34.533,A,26.482,9.169,99.4,9.4,166.244,-0.482,5.790,1.000,-0.179,-13.256
518,34.533,B,21.075,20.290,154.2,-12.3,179.501,-0.385,5.856,1.000,1.000,13.256
519,34.600,A,26.413,9.549,99.7,9.7,166.625,-0.413,5.801,1.000,-0.182,-13.199
519,34.600,B,20.701,20.408,157.4,-18.1,179.824,-0.462,5.853,1.000,1.000,13.199
520,34.667,A,26.355,9.932,99.2,9.2,167.007,-0.355,5.805,1.000,-0.146,-13.203
520,34.667,B,20.321,20.505,160.5,-15.0,180.210,-0.529,5.850,1.000,1.000,13.203
521,34.733,A,26.308,10.318,98.3,8.3,167.394,-0.308,5.854,1.000,-0.100,-13.161
521,34.733,B,19.936,20.581,163.7,-16.3,180.555,-0.581,5.848,1.000,1.000,13.161
522,34.800,A,26.264,10.710,97.7,7.7,167.785,-0.264,5.910,1.000,-0.191,-13.158
522,34.800,B,19.548,20.636,166.9,-13.1,180.943,-0.636,5.845,1.000,1.000,13.158
523,34.867,A,26.226,11.102,96.9,6.9,168.178,-0.226,5.918,1.000,-0.156,-13.156
523,34.867,B,19.157,20.669,170.0,-10.0,181.333,-0.669,5.843,1.000,1.000,13.156
524,34.933,A,26.196,11.497,95.9,5.9,168.573,-0.196,5.969,0.937,-0.148,-13.153
524,34.933,B,18.765,20.681,173.2,-6.8,181.725,-0.681,5.840,1.000,1.000,13.153
525,35.000,A,26.173,11.888,95.0,5.0,168.963,-0.173,5.802,0.915,-0.078,-13.153
525,35.000,B,18.374,20.670,176.4,-3.6,182.117,-0.670,5.838,1.000,1.000,13.153
526,35.067,A,26.151,12.269,94.4,4.4,169.345,-0.151,5.670,0.929,-0.087,-13.162
526,35.067,B,17.984,20.639,179.6,-0.4,182.507,-0.639,5.835,1.000,0.935,13.162
527,35.133,A,26.131,12.644,93.9,3.9,169.719,-0.131,5.603,0.945,-0.042,-13.175
527,35.133,B,17.596,20.585,-177.3,2.7,182.895,-0.585,5.834,1.000,0.790,13.175
528,35.200,A,26.111,13.018,93.6,3.6,170.094,-0.111,5.634,1.000,1.000,-13.185
528,35.200,B,17.212,20.510,-174.1,5.9,183.279,-0.510,5.835,1.000,-0.229,13.185
529,35.267,A,26.085,13.393,93.8,3.8,170.468,-0.085,5.634,1.000,0.496,-13.193
529,35.267,B,16.830,20.423,-171.5,8.5,183.661,-0.423,5.871,1.000,-0.409,13.193
530,35.333,A,26.047,13.767,94.5,4.5,170.842,-0.047,5.635,1.000,0.991,-13.203
530,35.333,B,16.445,20.341,-170.2,9.8,184.045,-0.341,5.896,1.000,-0.271,13.203
531,35.400,A,25.994,14.139,95.8,1.3,171.214,-0.005,5.625,1.000,1.000,-13.218
531,35.400,B,16.058,20.270,-170.1,9.9,184.432,-0.270,5.901,1.000,-0.240,13.218
532,35.467,A,25.925,14.508,97.6,3.1,171.587,0.035,5.616,1.000,0.909,-13.234
532,35.467,B,15.669,20.212,-170.6,9.4,184.821,-0.212,5.900,1.000,-0.238,13.234
533,35.533,A,25.839,14.873,99.6,5.1,171.958,0.092,5.610,1.000,0.874,-13.254
533,35.533,B,15.278,20.167,-171.7,8.3,185.212,-0.167,5.902,1.000,-0.225,13.254
534,35.600,A,25.736,15.233,102.0,-1.5,172.348,0.116,5.604,1.000,1.000,-13.258
534,35.600,B,14.884,20.134,-173.0,7.0,185.606,-0.134,5.962,1.000,-0.210,13.258
535,35.667,A,25.615,15.588,104.5,1.0,172.721,0.151,5.599,1.000,1.000,-13.285
535,35.667,B,14.484,20.108,-174.3,5.7,186.006,-0.108,6.036,1.000,-0.183,13.285
536,35.733,A,25.475,15.936,107.2,-5.3,173.123,0.182,5.594,1.000,1.000,-13.287
536,35.733,B,14.081,20.089,-175.4,4.6,186.409,-0.089,6.066,1.000,-0.137,13.287
537,35.800,A,25.317,16.276,110.0,-2.5,173.497,0.198,5.591,1.000,1.000,-13.317
537,35.800,B,13.676,20.074,-176.4,3.6,186.814,-0.074,6.057,1.000,-0.118,13.317
538,35.867,A,25.142,16.607,112.9,0.4,173.871,0.234,5.589,1.000,1.000,-13.348
538,35.867,B,13.272,20.063,-177.1,2.9,187.219,-0.063,6.083,1.000,-0.061,13.348
539,35.933,A,24.948,16.928,115.9,-5.6,174.282,0.233,5.587,1.000,1.000,-13.341
539,35.933,B,12.868,20.052,-177.6,2.4,187.623,-0.052,6.047,1.000,-0.112,13.341
540,36.000,A,24.737,17.238,119.0,-2.5,174.657,0.251,5.586,1.000,1.000,-13.369
540,36.000,B,12.465,20.045,-178.2,1.8,188.026,-0.045,6.058,1.000,0.020,13.369
541,36.067,A,24.508,17.535,122.1,-8.4,175.073,0.257,5.586,1.000,1.000,-13.357
541,36.067,B,12.061,20.040,-178.5,1.5,188.429,-0.040,6.051,1.000,-0.096,13.357
542,36.133,A,24.264,17.819,125.3,-5.2,175.447,0.259,5.586,1.000,1.000,-13.385
