car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car A,1946,129.7333,6,90.679,3,-23.735,18.97,-0.224,5.8756,-0.0548,4.7629,1.0,1.0,24.999,18.634
Car B,1946,129.7333,6,72.045,2,-5.215,20.105,-0.105,5.9981,-0.0376,0.0335,1.0,-0.0011,0.082,-18.634
Car A,1947,129.8,6,91.072,3,-24.021,18.7,-0.203,5.8722,-0.0516,4.7822,1.0,1.0,24.999,18.627
Car B,1947,129.8,6,72.445,2,-5.615,20.101,-0.101,5.999,0.0127,0.0187,1.0,-0.0035,-0.024,-18.627
Car A,1948,129.8667,6,91.464,3,-24.291,18.414,-0.162,5.8688,-0.0504,4.7984,1.0,1.0,24.999,18.619
Car B,1948,129.8667,6,72.845,2,-6.015,20.098,-0.098,5.9991,0.0027,0.0132,1.0,-0.0072,-0.082,-18.619
Car A,1949,129.9333,6,91.833,3,-24.546,18.114,-0.147,5.8657,-0.0469,4.8109,1.0,1.0,24.999,18.588
Car B,1949,129.9333,6,73.245,2,-6.415,20.094,-0.094,5.9994,0.0046,-0.03,1.0,-0.0065,-0.175,-18.588
Car A,1950,130.0,6,92.225,3,-24.783,17.8,-0.124,5.8627,-0.0455,4.8198,1.0,1.0,24.999,18.581
Car B,1950,130.0,6,73.645,2,-6.815,20.091,-0.091,6.0029,0.0512,-0.0034,1.0,-0.0075,-0.16,-18.581
Car A,1951,130.0667,6,92.602,3,-25.003,17.474,-0.099,5.8598,-0.0433,4.8275,1.0,1.0,24.999,18.557
Car B,1951,130.0667,6,74.045,2,-7.215,20.088,-0.088,6.003,0.0029,-0.0146,1.0,-0.0084,-0.182,-18.557
Car A,1952,130.1333,6,92.995,3,-25.204,17.137,-0.095,5.8569,-0.0428,4.8333,1.0,1.0,24.999,18.549
Car B,1952,130.1333,6,74.445,2,-7.615,20.085,-0.085,6.0036,0.0081,-0.0229,1.0,-0.0089,-0.204,-18.549
Car A,1953,130.2,6,93.387,3,-25.387,16.789,-0.069,5.8542,-0.0411,4.8382,1.0,0.9188,24.999,18.541
Car B,1953,130.2,6,74.846,2,-8.016,20.083,-0.083,6.0044,0.0129,-0.0351,1.0,-0.0098,-0.216,-18.541
Car A,1954,130.2667,6,93.769,3,-25.55,16.432,-0.076,5.8523,-0.0283,4.8339,1.0,1.0,22.971,18.523
Car B,1954,130.2667,6,75.246,2,-8.416,20.08,-0.08,6.0043,-0.0027,-0.0357,1.0,-0.0096,-0.237,-18.523
Car A,1955,130.3333,6,94.161,3,-25.692,16.066,-0.068,5.8495,-0.0413,4.8487,1.0,1.0,24.996,18.515
Car B,1955,130.3333,6,75.646,2,-8.816,20.078,-0.078,6.0056,0.0198,-0.0332,1.0,-0.0096,-0.234,-18.515
Car A,1956,130.4,6,94.544,3,-25.815,15.693,-0.068,5.847,-0.0375,4.8471,1.0,1.0,24.999,18.497
Car B,1956,130.4,6,76.047,2,-9.217,20.076,-0.076,6.0054,-0.0022,-0.0447,1.0,-0.0089,-0.234,-18.497
Car A,1957,130.4667,6,94.936,3,-25.916,15.315,-0.078,5.8445,-0.0383,4.8478,1.0,0.1459,24.999,18.489
Car B,1957,130.4667,6,76.447,2,-9.617,20.074,-0.074,6.0061,0.0101,-0.0532,1.0,-0.0076,-0.217,-18.489
Car A,1958,130.5333,6,95.316,3,-26.005,14.932,-0.078,5.8833,0.5827,3.4008,1.0,0.9116,3.679,18.469
Car B,1958,130.5333,6,76.848,2,-10.018,20.072,-0.072,6.0061,0.0004,-0.0404,1.0,-0.0091,-0.186,-18.469
Car A,1959,130.6,6,95.705,3,-26.091,14.549,-0.134,5.8844,0.0167,2.6911,1.0,0.4185,22.761,18.457
Car B,1959,130.6,6,77.248,2,-10.418,20.07,-0.07,6.0031,-0.0462,-0.0347,1.0,-0.008,-0.219,-18.457
Car A,1960,130.6667,6,96.097,3,-26.162,14.162,-0.174,5.9042,0.2965,3.1744,1.0,0.2481,10.481,18.448
Car B,1960,130.6667,6,77.648,2,-10.818,20.069,-0.069,6.0062,0.0463,-0.0382,1.0,-0.0062,-0.195,-18.448
Car A,1961,130.7333,6,96.474,3,-26.225,13.771,-0.225,5.9618,0.8635,2.2688,1.0,0.4196,6.208,18.426
Car B,1961,130.7333,6,78.049,2,-11.219,20.068,-0.068,6.0067,0.0084,-0.0407,1.0,-0.006,-0.152,-18.426
Car A,1962,130.8,6,96.869,3,-26.278,13.377,-0.278,5.9558,-0.0893,2.7425,1.0,0.0854,10.484,18.419
Car B,1962,130.8,6,78.449,2,-11.619,20.067,-0.067,6.0043,-0.0359,-0.0314,1.0,-0.0043,-0.146,-18.419
Car A,1963,130.8667,6,97.264,3,-26.324,12.981,-0.324,5.9756,0.2968,1.3544,1.0,0.1326,2.149,18.415
Car B,1963,130.8667,6,78.85,2,-12.019,20.067,-0.067,6.0006,-0.0563,-0.0176,1.0,-0.0043,-0.105,-18.415
Car A,1964,130.9333,6,97.66,3,-26.373,12.585,-0.373,5.9716,-0.0604,1.3412,1.0,0.1134,3.312,18.41
Car B,1964,130.9333,6,79.25,2,-12.419,20.066,-0.066,5.9992,-0.0206,-0.0174,1.0,-0.0039,-0.105,-18.41
Car A,1965,131.0,6,98.058,3,-26.417,12.188,-0.417,6.001,0.4413,1.1006,1.0,0.1163,2.834,18.408
Car B,1965,131.0,6,79.65,2,-12.819,20.065,-0.065,5.9993,0.0013,-0.0098,1.0,-0.0055,-0.097,-18.408
Car A,1966,131.0667,6,98.456,3,-26.456,11.789,-0.456,6.0117,0.1603,1.1092,1.0,0.112,2.907,18.407
Car B,1966,131.0667,6,80.05,2,-13.22,20.064,-0.064,6.0005,0.019,-0.0265,1.0,-0.0072,-0.133,-18.407
Car A,1967,131.1333,6,98.856,3,-26.491,11.39,-0.491,6.0006,-0.1665,1.099,1.0,0.1042,2.8,18.406
Car B,1967,131.1333,6,80.45,2,-13.62,20.064,-0.064,6.0004,-0.0024,-0.043,1.0,-0.0098,-0.174,-18.406
Car A,1968,131.2,6,99.255,3,-26.522,10.99,-0.522,6.0241,0.3526,1.0069,1.0,0.1052,2.604,18.405
Car B,1968,131.2,6,80.85,2,-14.02,20.063,-0.063,6.0007,0.0052,-0.0397,1.0,-0.0146,-0.238,-18.405
Car A,1969,131.2667,6,99.656,3,-26.548,10.589,-0.548,6.0221,-0.0291,1.0111,1.0,0.095,2.63,18.406
Car B,1969,131.2667,6,81.25,2,-14.42,20.063,-0.063,5.9959,-0.0725,-0.0452,1.0,-0.0165,-0.355,-18.406
Car A,1970,131.3333,6,100.056,3,-26.57,10.189,-0.57,6.0027,-0.2914,0.9668,1.0,0.0735,2.374,18.406
Car B,1970,131.3333,6,81.65,2,-14.82,20.063,-0.063,5.9966,0.0099,-0.0689,1.0,-0.0206,-0.401,-18.406
Car A,1971,131.4,6,100.458,3,-26.591,9.787,-0.591,6.0467,0.66,0.6435,1.0,0.1137,1.828,18.409
Car B,1971,131.4,6,82.049,2,-15.219,20.065,-0.065,5.9861,-0.1568,-0.1584,1.0,0.006,-0.495,-18.409
Car A,1972,131.4667,6,100.861,3,-26.607,9.385,-0.607,6.0462,-0.0081,1.1101,1.0,-0.0323,2.842,18.412
Car B,1972,131.4667,6,82.449,2,-15.619,20.065,-0.065,5.9989,0.1922,-0.0875,1.0,-0.0097,0.145,-18.412
Car A,1973,131.5333,6,101.263,3,-26.622,8.982,-0.622,6.0433,-0.0438,-0.0038,1.0,0.229,-0.802,18.414
Car B,1973,131.5333,6,82.849,2,-16.019,20.066,-0.066,6.0113,0.1856,-0.105,0.9609,0.1017,-0.222,-18.414
Car A,1974,131.6,6,101.665,3,-26.639,8.58,-0.639,6.0377,-0.0833,0.7226,1.0,0.1887,5.714,18.417
Car B,1974,131.6,6,83.248,2,-16.418,20.062,-0.062,5.9677,-0.6532,0.8408,0.9983,-0.0393,2.538,-18.417
Car A,1975,131.6667,6,102.068,3,-26.643,8.178,-0.643,6.0289,-0.1326,1.5884,1.0,-0.0738,4.718,18.422
Car B,1975,131.6667,6,83.646,2,-16.816,20.056,-0.056,5.968,0.0034,-0.1261,0.9728,-0.049,-0.977,-18.422
Car A,1976,131.7333,6,102.47,3,-26.642,7.776,-0.642,6.0307,0.0282,0.455,1.0,1.0,-1.835,18.43
Car B,1976,131.7333,6,84.039,2,-17.209,20.058,-0.058,5.8446,-1.8513,-0.4743,1.0,0.9795,-1.225,-18.43
Car A,1977,131.8,6,102.871,3,-26.642,7.375,-0.642,6.0175,-0.1981,0.8715,1.0,0.8583,24.96,18.442
Car B,1977,131.8,6,84.429,2,-17.599,20.056,-0.056,5.8436,-0.0144,0.3509,1.0,0.9668,24.448,-18.442
Car A,1978,131.8667,6,103.271,3,-26.631,6.974,-0.631,6.004,-0.2037,1.8937,1.0,0.9478,21.462,18.454
Car B,1978,131.8667,6,84.818,2,-17.988,20.043,-0.043,5.8306,-0.1944,1.4953,1.0,0.9975,24.169,-18.454
Car A,1979,131.9333,6,103.671,3,-26.603,6.575,-0.603,5.9907,-0.1991,2.553,1.0,0.7508,23.69,18.465
Car B,1979,131.9333,6,85.205,2,-18.375,20.014,-0.014,5.819,-0.1743,2.2218,1.0,0.4532,24.936,-18.465
Car A,1980,132.0,6,104.068,3,-26.558,6.177,-0.558,5.9808,-0.1488,3.0389,1.0,1.0,18.777,18.477
Car B,1980,132.0,6,85.591,2,-18.761,19.969,0.031,5.8176,-0.0211,2.7273,0.3186,-0.9466,11.35,-18.477
Car A,1981,132.0667,6,104.423,3,-26.496,5.783,-0.511,5.9688,-0.1801,3.4537,1.0,1.0,24.99,18.452
Car B,1981,132.0667,6,85.971,2,-19.141,19.916,0.084,5.6895,-1.9208,1.649,1.0,0.4782,-23.611,-18.452
Car A,1982,132.1333,6,104.818,3,-26.415,5.392,-0.461,5.9581,-0.1597,3.7684,1.0,1.0,25.0,18.473
Car B,1982,132.1333,6,86.345,2,-19.515,19.859,0.141,5.6839,-0.0848,1.8823,1.0,-0.7656,11.901,-18.473
Car A,1983,132.2,6,105.187,3,-26.316,5.007,-0.393,5.9486,-0.1429,4.0075,1.0,1.0,25.0,18.466
Car B,1983,132.2,6,86.721,2,-19.891,19.802,0.198,5.6981,0.2133,0.4031,1.0,-0.3533,-19.093,-18.466
Car A,1984,132.2667,6,105.546,3,-26.197,4.627,-0.365,5.9402,-0.1259,4.1935,1.0,1.0,25.0,18.429
Car B,1984,132.2667,6,87.117,2,-20.268,19.756,0.222,5.7044,0.0935,-0.7972,1.0,1.0,-8.848,-18.429
Car A,1985,132.3333,6,105.941,3,-26.06,4.254,-0.319,5.9328,-0.1114,4.3338,1.0,1.0,24.999,18.445
Car B,1985,132.3333,6,87.496,2,-20.645,19.713,0.235,5.696,-0.1255,0.0013,1.0,1.0,24.949,-18.445
Car A,1986,132.4,6,106.29,3,-25.904,3.889,-0.281,5.9261,-0.0994,4.4431,1.0,1.0,24.999,18.377
Car B,1986,132.4,6,87.914,2,-21.022,19.662,0.238,5.69,-0.0894,1.139,1.0,1.0,24.999,-18.377
Car A,1987,132.4667,6,106.687,3,-25.729,3.532,-0.255,5.9202,-0.0899,4.5305,1.0,1.0,24.999,18.394
Car B,1987,132.4667,6,88.293,2,-21.395,19.595,0.216,5.6807,-0.1398,1.9276,1.0,1.0,25.0,-18.394
Car A,1988,132.5333,6,107.07,3,-25.535,3.186,-0.209,5.9147,-0.0816,4.5992,1.0,1.0,24.999,18.398
Car B,1988,132.5333,6,88.671,2,-21.765,19.512,0.21,5.6711,-0.1442,2.5529,1.0,1.0,25.0,-18.398
Car A,1989,132.6,6,107.444,3,-25.324,2.851,-0.203,5.9097,-0.0747,4.6534,1.0,1.0,24.999,18.364
Car B,1989,132.6,6,89.08,2,-22.13,19.413,0.165,5.6619,-0.1372,3.0459,1.0,1.0,25.0,-18.364
Car A,1990,132.6667,6,107.839,3,-25.095,2.528,-0.177,5.9051,-0.0688,4.6948,1.0,1.0,24.999,18.382
Car B,1990,132.6667,6,89.457,3,-22.49,19.297,0.134,5.6538,-0.1219,3.4366,1.0,1.0,25.0,-18.382
Car A,1991,132.7333,6,108.209,3,-24.849,2.218,-0.162,5.9008,-0.0646,4.7292,1.0,1.0,24.999,18.357
Car B,1991,132.7333,6,89.852,3,-22.844,19.164,0.093,5.6473,-0.0984,3.7346,1.0,1.0,25.0,-18.357
Car A,1992,132.8,6,108.604,3,-24.587,1.922,-0.155,5.8968,-0.06,4.7545,1.0,1.0,24.999,18.378
Car B,1992,132.8,6,90.227,3,-23.19,19.013,0.041,5.6418,-0.0825,3.9744,1.0,1.0,25.0,-18.378
Car A,1993,132.8667,6,108.978,3,-24.309,1.64,-0.132,5.893,-0.0574,4.7759,1.0,1.0,24.999,18.374
Car B,1993,132.8667,6,90.604,3,-23.528,18.843,0.007,5.6374,-0.0652,4.1624,1.0,1.0,24.999,-18.374
Car A,1994,132.9333,6,109.373,3,-24.017,1.375,-0.144,5.8894,-0.0546,4.793,1.0,1.0,24.999,18.398
Car B,1994,132.9333,6,90.975,3,-23.857,18.657,-0.064,5.6341,-0.0491,4.3036,1.0,1.0,24.999,-18.398
Car A,1995,133.0,6,109.768,3,-23.711,1.126,-0.135,5.8859,-0.0523,4.806,1.0,1.0,24.999,18.418
Car B,1995,133.0,6,91.35,3,-24.174,18.452,-0.115,5.6316,-0.0385,4.42,1.0,1.0,24.999,-18.418
Car A,1996,133.0667,6,110.141,3,-23.391,0.894,-0.144,5.8825,-0.0506,4.8162,1.0,1.0,24.999,18.441
Car B,1996,133.0667,6,91.701,3,-24.48,18.231,-0.173,5.6298,-0.027,4.5106,1.0,1.0,24.999,-18.441
Car A,1997,133.1333,6,110.536,3,-23.06,0.68,-0.154,5.8793,-0.0483,4.8246,1.0,1.0,24.999,18.463
Car B,1997,133.1333,6,92.072,3,-24.774,17.993,-0.242,5.6285,-0.0192,4.5825,1.0,1.0,24.999,-18.463
Car A,1998,133.2,6,110.906,3,-22.718,0.484,-0.154,5.8761,-0.0475,4.831,1.0,1.0,24.999,18.459
Car B,1998,133.2,6,92.447,3,-25.053,17.739,-0.289,5.6277,-0.0121,4.6411,1.0,1.0,24.999,-18.459
Car A,1999,133.2667,6,111.299,3,-22.365,0.308,-0.182,5.8731,-0.0454,4.8355,1.0,1.0,24.999,18.529
Car B,1999,133.2667,6,92.77,3,-25.318,17.47,-0.366,5.6272,-0.0063,4.6896,1.0,1.0,24.999,-18.529
Car A,2000,133.3333,6,111.693,3,-22.004,0.152,-0.188,5.8701,-0.045,4.8395,1.0,1.0,24.999,18.551
Car B,2000,133.3333,6,93.142,3,-25.567,17.186,-0.43,5.6271,-0.0022,4.7243,1.0,1.0,24.999,-18.551
Car A,2001,133.4,6,112.056,3,-21.635,0.016,-0.219,5.8671,-0.0445,4.8432,1.0,1.0,24.999,18.613
Car B,2001,133.4,6,93.442,3,-25.8,16.889,-0.482,5.6272,0.0017,4.7546,1.0,1.0,24.999,-18.613
Car A,2002,133.4667,6,112.448,3,-21.259,-0.1,-0.244,5.8642,-0.0434,4.8459,1.0,0.7621,24.999,18.637
Car B,2002,133.4667,6,93.812,3,-26.016,16.578,-0.563,5.6276,0.0051,4.7779,1.0,1.0,24.999,-18.637
Car A,2003,133.5333,6,112.802,3,-20.877,-0.194,-0.263,5.8653,0.0163,4.8116,1.0,1.0,19.061,18.617
Car B,2003,133.5333,6,94.185,3,-26.213,16.256,-0.622,5.628,0.0067,4.7977,1.0,1.0,24.999,-18.617
Car A,2004,133.6,6,113.192,3,-20.491,-0.268,-0.306,5.8622,-0.0472,4.8612,1.0,0.8308,24.99,18.737
Car B,2004,133.6,6,94.455,3,-26.392,15.923,-0.683,5.6286,0.0082,4.8112,1.0,1.0,24.999,-18.737
Car A,2005,133.6667,6,113.585,3,-20.101,-0.321,-0.328,5.8622,0.0006,4.8164,1.0,0.4374,20.776,18.76
Car B,2005,133.6667,6,94.825,3,-26.552,15.581,-0.758,5.6292,0.0099,4.8223,1.0,1.0,24.999,-18.76
Car A,2006,133.7333,6,113.952,3,-19.708,-0.358,-0.358,5.9211,0.8833,3.8155,1.0,0.5269,10.948,18.753
Car B,2006,133.7333,6,95.199,3,-26.692,15.23,-0.812,5.6299,0.0105,4.8332,1.0,1.0,24.999,-18.753
Car A,2007,133.8,6,114.348,3,-19.313,-0.382,-0.382,5.9226,0.0223,3.9852,1.0,0.0685,13.169,18.907
Car B,2007,133.8,6,95.441,3,-26.811,14.871,-0.877,5.6307,0.0119,4.8404,1.0,1.0,24.999,-18.907
Car A,2008,133.8667,6,114.744,3,-18.916,-0.395,-0.395,5.9532,0.4583,2.3424,1.0,-0.2078,1.731,18.932
Car B,2008,133.8667,6,95.812,3,-26.91,14.506,-0.947,5.6315,0.0121,4.8466,1.0,1.0,24.999,-18.932
Car A,2009,133.9333,6,115.142,3,-18.519,-0.416,-0.416,5.968,0.2222,0.6194,1.0,0.0935,-5.185,18.954
Car B,2009,133.9333,6,96.187,3,-26.988,14.136,-0.995,5.6323,0.0123,4.8519,1.0,1.0,24.999,-18.954
Car A,2010,134.0,6,115.539,3,-18.122,-0.441,-0.441,5.9582,-0.1469,0.9578,1.0,0.0487,2.324,19.056
Car B,2010,134.0,6,96.483,3,-27.044,13.762,-1.044,5.6332,0.0124,4.8556,1.0,1.0,24.999,-19.056
Car A,2011,134.0667,6,115.938,3,-17.723,-0.462,-0.462,5.9773,0.2863,0.492,1.0,0.0889,1.216,19.078
Car B,2011,134.0667,6,96.86,3,-27.079,13.385,-1.079,5.634,0.0132,4.8574,1.0,1.0,24.999,-19.078
Car A,2012,134.1333,6,116.336,3,-17.325,-0.481,-0.481,5.993,0.236,0.8503,1.0,0.0665,2.221,19.098
Car B,2012,134.1333,6,97.238,3,-27.092,13.007,-1.092,5.6349,0.0124,4.8598,1.0,1.0,24.999,-19.098
Car A,2013,134.2,6,116.735,3,-16.925,-0.496,-0.496,6.0154,0.3359,0.6622,1.0,0.0825,1.664,19.119
Car B,2013,134.2,6,97.616,3,-27.083,12.629,-1.083,5.6357,0.013,4.8614,1.0,1.0,24.999,-19.119
Car A,2014,134.2667,6,117.134,3,-16.526,-0.508,-0.508,5.9881,-0.4089,0.7906,1.0,0.028,2.062,19.141
Car B,2014,134.2667,6,97.994,3,-27.053,12.252,-1.053,5.6366,0.0128,4.8627,1.0,1.0,24.999,-19.141
Car A,2015,134.3333,6,117.534,3,-16.127,-0.519,-0.519,6.0109,0.3417,0.311,1.0,0.085,0.703,19.165
Car B,2015,134.3333,6,98.368,3,-27.001,11.877,-1.001,5.6374,0.0123,4.8646,1.0,1.0,24.999,-19.165
Car A,2016,134.4,6,117.934,3,-15.726,-0.528,-0.528,6.0231,0.1836,0.8326,1.0,0.0023,2.122,19.195
Car B,2016,134.4,6,98.74,3,-26.927,11.505,-0.927,5.6382,0.0121,4.8645,1.0,0.6736,24.999,-19.195
Car A,2017,134.4667,6,118.335,3,-15.325,-0.536,-0.536,6.0067,-0.2472,0.0184,1.0,0.0831,0.065,19.228
Car B,2017,134.4667,6,99.107,3,-26.833,11.138,-0.833,5.6584,0.3031,4.7802,1.0,-0.0602,16.853,-19.228
Car A,2018,134.5333,6,118.736,3,-14.924,-0.542,-0.542,6.0101,0.0521,0.7807,1.0,-0.1228,2.073,19.263
Car B,2018,134.5333,6,99.472,3,-26.726,10.773,-0.726,5.7053,0.7027,3.0692,1.0,-0.2121,-1.476,-19.263
Car A,2019,134.6,6,119.136,3,-14.524,-0.547,-0.547,6.0104,0.0038,-0.2448,1.0,0.0796,-3.062,19.295
Car B,2019,134.6,6,99.841,3,-26.625,10.404,-0.625,5.7332,0.4189,1.1815,1.0,-0.2301,-5.296,-19.295
Car A,2020,134.6667,6,119.537,3,-14.123,-0.555,-0.555,6.0086,-0.0266,0.4451,1.0,-0.0889,1.982,19.324
Car B,2020,134.6667,6,100.213,3,-26.535,10.032,-0.535,5.7433,0.1517,-0.1545,1.0,-0.2292,-5.752,-19.324
Car A,2021,134.7333,6,119.937,3,-13.723,-0.561,-0.561,6.0053,-0.0505,-0.3573,1.0,0.0688,-2.215,19.349
Car B,2021,134.7333,6,100.588,3,-26.457,9.657,-0.457,5.7461,0.0427,-1.1283,1.0,-0.2385,-5.73,-19.349
Car A,2022,134.8,6,120.337,3,-13.323,-0.57,-0.57,6.003,-0.0335,0.3849,1.0,-0.147,1.714,19.372
Car B,2022,134.8,6,100.966,3,-26.392,9.279,-0.392,5.7587,0.1882,-1.8371,1.0,-0.23,-5.961,-19.372
Car A,2023,134.8667,6,120.737,3,-12.923,-0.576,-0.576,6.0002,-0.0422,-0.4208,1.0,0.0456,-3.666,19.389
Car B,2023,134.8667,6,101.349,3,-26.338,8.897,-0.338,5.8193,0.9091,-2.0066,1.0,-0.1754,-5.749,-19.389
Car A,2024,134.9333,6,121.137,3,-12.523,-0.586,-0.586,5.9999,-0.0047,0.3378,1.0,-0.2375,1.132,19.401
Car B,2024,134.9333,6,101.737,3,-26.289,8.509,-0.289,5.8813,0.9306,-1.6887,1.0,-0.1806,-4.385,-19.401
Car A,2025,135.0,6,121.537,3,-12.123,-0.595,-0.595,5.9985,-0.0212,-0.5624,1.0,0.0217,-5.926,19.408
Car B,2025,135.0,6,102.129,3,-26.246,8.116,-0.246,5.9402,0.8822,-1.6383,0.9028,-0.1546,-4.514,-19.408
Car A,2026,135.0667,6,121.937,3,-11.723,-0.608,-0.608,6.0011,0.0398,0.2024,1.0,-0.1449,0.53,19.42
Car B,2026,135.0667,6,102.517,3,-26.209,7.728,-0.209,5.7743,-2.4881,-1.3723,0.9702,-0.0249,-3.867,-19.42
Car A,2027,135.1333,6,122.337,3,-11.324,-0.62,-0.62,5.9994,-0.0254,-0.6898,1.0,0.026,-3.615,19.436
Car B,2027,135.1333,6,102.901,3,-26.171,7.345,-0.171,5.7961,0.3269,-0.2258,0.9553,-0.0707,-0.626,-19.436
Car A,2028,135.2,6,122.736,3,-10.924,-0.636,-0.636,6.001,0.0227,0.1436,1.0,-0.1298,0.644,19.452
Car B,2028,135.2,6,103.284,3,-26.133,6.961,-0.133,5.7483,-0.7174,-0.6378,1.0,0.9337,-1.764,-19.452
Car A,2029,135.2667,6,123.136,3,-10.524,-0.651,-0.651,5.9975,-0.0519,-0.656,1.0,-0.0115,-3.239,19.471
Car B,2029,135.2667,6,103.665,3,-26.093,6.58,-0.093,5.7506,0.0354,0.1854,1.0,0.3404,23.305,-19.471
Car A,2030,135.3333,6,123.535,3,-10.125,-0.67,-0.67,5.9985,0.0156,-0.1184,1.0,-0.0933,-0.293,19.49
Car B,2030,135.3333,6,104.045,3,-26.041,6.2,-0.041,5.748,-0.0387,1.2751,1.0,1.0,8.532,-19.49
Car A,2031,135.4,6,123.935,3,-9.726,-0.691,-0.691,5.9963,-0.0333,-0.8662,1.0,-0.0197,-2.328,19.511
Car B,2031,135.4,6,104.424,3,-25.975,5.823,0.011,5.7371,-0.1637,2.0679,1.0,1.0,24.974,-19.511
Car A,2032,135.4667,6,124.334,3,-9.327,-0.714,-0.714,6.0104,0.2107,-0.1931,1.0,-0.0814,-0.494,19.531
Car B,2032,135.4667,6,104.803,3,-25.894,5.449,0.063,5.7263,-0.1627,2.6842,1.0,0.9617,25.0,-19.531
Car A,2033,135.5333,6,124.734,3,-8.927,-0.74,-0.74,6.0023,-0.1204,-0.7857,1.0,0.0333,-2.033,19.534
Car B,2033,135.5333,6,105.2,3,-25.796,5.079,0.131,5.7171,-0.1381,3.1468,1.0,1.0,24.043,-19.534
Car A,2034,135.6,6,125.133,3,-8.527,-0.765,-0.765,6.0028,0.0065,0.2827,1.0,-0.1074,0.827,19.552
Car B,2034,135.6,6,105.581,3,-25.68,4.715,0.158,5.7087,-0.1255,3.5169,1.0,1.0,24.998,-19.552
Car A,2035,135.6667,6,125.532,3,-8.128,-0.79,-0.79,6.0016,-0.0171,-0.6104,1.0,0.121,-2.678,19.573
Car B,2035,135.6667,6,105.96,3,-25.547,4.357,0.204,5.7016,-0.1068,3.8045,1.0,1.0,25.0,-19.573
Car A,2036,135.7333,6,125.931,3,-7.729,-0.818,-0.818,5.9995,-0.0324,0.2316,1.0,-0.0032,3.015,19.556
Car B,2036,135.7333,6,106.375,3,-25.396,4.007,0.234,5.6957,-0.0888,4.0293,1.0,1.0,25.0,-19.556
Car A,2037,135.8,6,126.331,3,-7.329,-0.841,-0.841,6.0041,0.0691,-0.0303,1.0,0.1109,-0.064,19.575
Car B,2037,135.8,6,106.756,3,-25.227,3.665,0.259,5.6909,-0.0719,4.2056,1.0,1.0,24.999,-19.575
Car A,2038,135.8667,6,126.731,3,-6.93,-0.861,-0.861,6.0012,-0.0436,0.8725,1.0,-0.2135,2.768,19.549
Car B,2038,135.8667,6,107.181,3,-25.04,3.333,0.291,5.687,-0.0575,4.3411,1.0,1.0,24.999,-19.549
Car A,2039,135.9333,6,127.13,3,-6.53,-0.878,-0.878,6.0,-0.018,-0.1204,1.0,0.1652,-5.326,19.568
Car B,2039,135.9333,6,107.563,3,-24.835,3.011,0.297,5.684,-0.0462,4.4485,1.0,1.0,24.999,-19.568
Car A,2040,136.0,6,127.529,3,-6.131,-0.898,-0.898,5.9985,-0.0223,0.5336,1.0,-0.0241,4.115,19.587
Car B,2040,136.0,6,107.943,3,-24.614,2.701,0.324,5.6815,-0.0367,4.5336,1.0,1.0,24.999,-19.587
Car A,2041,136.0667,6,127.929,3,-5.731,-0.915,-0.915,5.9986,0.0023,-0.2255,1.0,0.242,-0.594,19.554
Car B,2041,136.0667,6,108.375,3,-24.375,2.404,0.319,5.6796,-0.0285,4.6015,1.0,1.0,24.999,-19.554
Car A,2042,136.1333,6,128.329,3,-5.332,-0.932,-0.932,5.9976,-0.0157,0.6989,1.0,-0.0835,6.04,19.573
Car B,2042,136.1333,6,108.756,3,-24.121,2.12,0.328,5.6781,-0.0218,4.6553,1.0,1.0,24.999,-19.573
Car A,2043,136.2,6,128.728,3,-4.932,-0.945,-0.945,5.9987,0.0165,-0.1323,1.0,0.2395,-2.075,19.539
Car B,2043,136.2,6,109.19,3,-23.851,1.851,0.325,5.677,-0.0167,4.6988,1.0,1.0,24.999,-19.539
Car A,2044,136.2667,6,129.128,3,-4.533,-0.961,-0.961,5.9953,-0.0504,0.5418,1.0,0.0304,5.976,19.557
Car B,2044,136.2667,6,109.57,3,-23.567,1.597,0.317,5.6762,-0.0128,4.7335,1.0,1.0,24.999,-19.557
Car A,2045,136.3333,6,129.528,3,-4.133,-0.971,-0.971,6.0224,0.4068,0.2692,1.0,0.1461,0.77,19.526
Car B,2045,136.3333,6,110.002,3,-23.269,1.36,0.318,5.6756,-0.0087,4.7613,1.0,1.0,24.999,-19.526
Car A,2046,136.4,6,129.929,3,-3.731,-0.978,-0.978,6.0163,-0.0914,1.0875,1.0,-0.2593,3.647,19.547
Car B,2046,136.4,6,110.382,3,-22.958,1.14,0.293,5.6752,-0.0061,4.7829,1.0,1.0,24.999,-19.547
Car A,2047,136.4667,6,130.33,3,-3.33,-0.981,-0.981,6.0162,-0.0025,0.038,1.0,0.1548,-6.468,19.567
Car B,2047,136.4667,6,110.763,3,-22.635,0.938,0.289,5.6749,-0.0037,4.8001,1.0,1.0,24.999,-19.567
Car A,2048,136.5333,6,130.731,3,-2.93,-0.987,-0.987,6.0132,-0.0455,0.6683,1.0,-0.1203,3.853,19.543
Car B,2048,136.5333,6,111.188,3,-22.301,0.755,0.255,5.6748,-0.0023,4.8136,1.0,1.0,24.999,-19.543
Car A,2049,136.6,6,131.132,3,-2.529,-0.99,-0.99,6.0117,-0.0214,-0.1693,1.0,0.1865,-2.996,19.563
