#{"t_start": 1789579206.8329842, "env_id": "None"}
r,l,t
-64.362544,50,1087.824043
-73.407593,58,1088.507765
-43.339487,45,1089.036369
-44.881668,44,1089.555457
-53.203673,47,1090.11235
-46.21243,47,1090.669624
-44.693698,48,1091.235447
-41.894293,59,1091.931842
-40.078172,56,1092.593074
-38.745891,59,1093.298182
-47.585103,46,1093.842097
-38.541499,56,1094.504864
-42.601305,49,1095.080268
-553.278679,500,1102.311579
-52.72592,53,1102.92935
-64.764239,53,1103.552425
-52.771642,48,1104.11675
-52.894355,44,1104.634884
-42.650256,52,1105.247806
-41.862652,49,1105.826351
-50.379391,53,1106.454171
-43.657479,50,1107.046624
-279.470208,500,1113.082261
-44.087667,44,1113.602245
-58.952208,55,1114.25438
-53.334581,70,1115.077739
-43.022906,54,1115.716182
-51.967704,50,1116.309659
-61.454196,54,1116.952042
-68.103164,69,1117.765616
-38.587673,57,1118.436993
-42.585609,47,1118.996394
-41.092546,52,1119.60435
-592.326769,500,1126.819091
-48.273762,46,1127.357696
-42.88367,46,1127.89868
-41.947547,50,1128.497655
-43.977948,46,1129.046904
-55.460435,44,1129.570022
-48.579318,41,1130.057532
-41.750138,61,1130.773719
-49.103504,46,1131.318205
-61.37745,51,1131.920918
-45.725503,46,1132.465683
-47.027437,41,1132.950426
-40.980917,59,1133.647788
-47.19325,48,1134.211523
-44.248293,46,1134.763105
-44.890837,44,1135.282954
-43.690894,47,1135.838552
-61.95351,60,1136.545854
-55.361764,52,1137.158559
-45.200183,44,1137.676445
-131.882335,127,1139.162059
-42.09786,49,1139.747263
-45.472836,44,1140.2652
-154.556044,90,1141.345519
